act,type,asset,size,pos
0535,STK,ETF1086,28,Long
0535,STK,ETF1286,4,Long
0535,STK,NAS1326,376,Long
0536,CASH,n/a,3663.31,Long
0537,CASH,n/a,1094.43,Long
0537,STK,NYS0720,49,Long
0537,STK,NYS2354,3,Long
0538,CASH,n/a,6915.02,Long
0538,STK,ETF0763,2,Long
0538,STK,ETF1503,9,Short
0538,STK,NAS0006,12,Long
0538,STK,NAS0126,12,Short
0538,STK,NAS1274,56,Long
0538,STK,NYS0304,18,Long
0538,STK,NYS0553,13,Long
0538,STK,NYS0563,29,Long
0538,STK,NYS0660,31,Long
0539,CASH,n/a,1275.15,Long
0539,STK,ETF1286,4,Long
0539,STK,NAS0126,7,Long
0539,STK,NAS1438,35,Long
0539,STK,NYS0006,6,Short
0539,STK,NYS1306,13,Long
0539,STK,NYS1466,85,Short
0539,STK,NYS2306,3,Long
0540,CASH,n/a,6120.08,Long
0541,CASH,n/a,182.01,Long
0541,STK,NYS2222,6,Long
0542,CASH,n/a,1654.71,Long
0542,STK,ETF1172,18,Long
0542,STK,ETF1286,2,Short
0542,STK,NAS2120,7,Long
0542,STK,NYS1373,11,Long
0542,STK,NYS1507,115,Long
0542,STK,NYS1825,12,Short
0542,STK,NYS2354,3,Short
0543,CASH,n/a,3878.24,Long
0543,STK,ETF0595,8,Long
0543,STK,ETF1383,37,Short
0543,STK,NAS0909,62,Long
0543,STK,NAS1035,2,Short
0543,STK,NAS2361,7,Long
0543,STK,NYS0210,21,Short
0543,STK,NYS1983,2,Short
0543,STK,NYS2119,9,Long
0544,CASH,n/a,5900.81,Long
0544,STK,ETF0037,59,Long
0544,STK,ETF1421,9,Short
0544,STK,ETF1435,1,Long
0544,STK,NAS2511,47,Long
0544,STK,NYS1118,3,Short
0544,STK,NYS2379,90,Short
0545,CASH,n/a,879.3,Long
0545,STK,ETF0560,5,Long
0546,CASH,n/a,8085.21,Long
0546,STK,ETF0037,3,Long
0546,STK,ETF0177,23,Short
0546,STK,ETF0204,12,Long
0546,STK,ETF0672,1,Long
0546,STK,ETF0687,39,Long
0546,STK,ETF0750,2,Short
0546,STK,ETF0779,10,Long
0546,STK,ETF1003,2,Long
0546,STK,ETF1209,10,Long
0546,STK,ETF1286,22,Long
0546,STK,ETF1382,26,Long
0546,STK,ETF1414,1,Long
0546,STK,NAS0006,21,Long
0546,STK,NAS0142,3,Short
0546,STK,NAS0181,148,Long
0546,STK,NAS0186,13,Long
0546,STK,NAS0290,8,Long
0546,STK,NAS0291,2,Long
0546,STK,NAS0440,3,Long
0546,STK,NAS0704,26,Short
0546,STK,NAS0937,64,Long
0546,STK,NAS1006,3,Long
0546,STK,NAS1179,74,Long
0546,STK,NAS1470,25,Short
0546,STK,NAS1557,104,Long
0546,STK,NAS1621,15,Short
0546,STK,NAS1798,97,Long
0546,STK,NAS1921,19,Long
0546,STK,NYS0013,11,Long
0546,STK,NYS0150,14,Short
0546,STK,NYS0245,54,Long
0546,STK,NYS0411,15,Short
0546,STK,NYS0511,27,Short
0546,STK,NYS0577,5,Long
0546,STK,NYS0592,8,Long
0546,STK,NYS0606,4,Long
0546,STK,NYS0752,16,Long
0546,STK,NYS0787,17,Short
0546,STK,NYS0978,42,Long
0546,STK,NYS1073,6,Long
0546,STK,NYS1248,20,Long
0546,STK,NYS1456,21,Short
0546,STK,NYS1533,2,Long
0546,STK,NYS1644,44,Short
0546,STK,NYS1655,87,Long
0546,STK,NYS1730,8,Long
0546,STK,NYS1751,16,Long
0546,STK,NYS1930,269,Long
0546,STK,NYS1958,7,Short
0546,STK,NYS2198,1,Long
0546,STK,NYS2389,44,Long
0546,STK,NYS2423,29,Long
0547,CASH,n/a,2760.84,Long
0548,CASH,n/a,2011.3,Long
0548,STK,ETF0599,50,Long
0548,STK,ETF0694,5,Short
0548,STK,ETF1441,221,Long
0548,STK,NYS0813,35,Long
0549,CASH,n/a,595.76,Long
0549,STK,NYS0519,13,Long
0549,STK,NYS1300,37,Long
0549,STK,NYS1319,25,Short
0549,STK,NYS1823,45,Short
0549,STK,NYS2101,13,Long
0550,CASH,n/a,8522.96,Long
0550,STK,ETF0037,59,Short
0550,STK,ETF0068,12,Short
0550,STK,ETF0133,3,Short
0550,STK,ETF0173,20,Long
0550,STK,ETF0531,11,Short
0550,STK,ETF0681,21,Short
0550,STK,ETF0740,54,Long
0550,STK,ETF1218,19,Long
0550,STK,ETF1286,9,Long
0550,STK,ETF1328,46,Long
0550,STK,NAS0340,75,Long
0550,STK,NAS0382,25,Long
0550,STK,NAS0518,4,Long
0550,STK,NAS0596,15,Long
0550,STK,NYS0018,12,Long
0550,STK,NYS0220,7,Short
0550,STK,NYS0276,39,Long
0550,STK,NYS0373,4,Long
0550,STK,NYS0673,32,Long
0550,STK,NYS0847,30,Long
0550,STK,NYS1108,28,Long
0550,STK,NYS1332,91,Long
0550,STK,NYS1413,20,Long
0550,STK,NYS1467,55,Long
0550,STK,NYS1623,120,Short
0550,STK,NYS1651,152,Long
0550,STK,NYS1693,14,Long
0550,STK,NYS1724,9,Short
0550,STK,NYS1743,34,Long
0550,STK,NYS2101,13,Long
0550,STK,NYS2120,44,Short
0550,STK,NYS2166,288,Long
0550,STK,NYS2198,10,Long
0550,STK,NYS2354,32,Long
0550,STK,NYS2392,51,Long
0551,CASH,n/a,4405.31,Long
0551,STK,ETF0764,7,Short
0551,STK,ETF0809,16,Short
0551,STK,ETF1286,5,Long
0551,STK,NYS0395,39,Long
0551,STK,NYS0644,28,Long
0552,CASH,n/a,2342.15,Long
0553,CASH,n/a,13049.16,Long
0553,STK,ETF0037,27,Long
0553,STK,ETF0105,19,Long
0553,STK,ETF0166,6,Long
0553,STK,ETF0171,43,Long
0553,STK,ETF0204,2,Short
0553,STK,ETF0529,5,Short
0553,STK,ETF0556,35,Long
0553,STK,ETF0681,1,Long
0553,STK,ETF0694,2,Long
0553,STK,ETF0750,3,Long
0553,STK,ETF0763,9,Long
0553,STK,ETF0765,21,Short
0553,STK,ETF0776,11,Long
0553,STK,ETF0799,4,Long
0553,STK,ETF0846,108,Long
0553,STK,ETF0872,32,Long
0553,STK,ETF0947,44,Long
0553,STK,ETF1003,24,Long
0553,STK,ETF1161,64,Long
0553,STK,ETF1172,3,Long
0553,STK,ETF1223,80,Long
0553,STK,ETF1286,49,Long
0553,STK,ETF1331,20,Short
0553,STK,ETF1367,29,Long
0553,STK,ETF1381,37,Long
0553,STK,ETF1384,32,Long
0553,STK,ETF1418,4,Long
0553,STK,NAS0006,14,Long
0553,STK,NAS0052,23,Long
0553,STK,NAS0143,3,Long
0553,STK,NAS0231,49,Long
0553,STK,NAS0291,2,Long
0553,STK,NAS0521,19,Long
0553,STK,NAS0650,23,Long
0553,STK,NAS0693,10,Short
0553,STK,NAS0757,26,Short
0553,STK,NAS0803,3,Long
0553,STK,NAS0858,13,Short
0553,STK,NAS0937,40,Short
0553,STK,NAS1006,17,Short
0553,STK,NAS1218,38,Long
0553,STK,NAS1426,16,Short
0553,STK,NAS1433,8,Short
0553,STK,NAS1469,6,Long
0553,STK,NAS1483,8,Long
0553,STK,NAS1562,17,Long
0553,STK,NAS1577,20,Long
0553,STK,NAS1621,3,Long
0553,STK,NAS1853,14,Long
0553,STK,NAS1928,25,Short
0553,STK,NAS1943,48,Long
0553,STK,NAS2248,17,Long
0553,STK,NAS2258,4,Long
0553,STK,NAS2290,33,Long
0553,STK,NAS2325,78,Long
0553,STK,NAS2359,19,Long
0553,STK,NAS2361,5,Short
0553,STK,NAS2374,19,Long
0553,STK,NAS2409,4,Short
0553,STK,NAS2478,5,Long
0553,STK,NYS0097,20,Long
0553,STK,NYS0125,3,Long
0553,STK,NYS0220,12,Long
0553,STK,NYS0223,260,Long
0553,STK,NYS0235,20,Long
0553,STK,NYS0263,11,Long
0553,STK,NYS0274,27,Long
0553,STK,NYS0336,65,Long
0553,STK,NYS0351,10,Long
0553,STK,NYS0365,36,Long
0553,STK,NYS0408,12,Long
0553,STK,NYS0512,6,Long
0553,STK,NYS0545,20,Long
0553,STK,NYS0577,1,Long
0553,STK,NYS0588,5,Short
0553,STK,NYS0619,49,Long
0553,STK,NYS0628,7,Long
0553,STK,NYS0649,13,Long
0553,STK,NYS0673,60,Long
0553,STK,NYS0676,14,Long
0553,STK,NYS0920,22,Long
0553,STK,NYS0930,50,Long
0553,STK,NYS0962,37,Long
0553,STK,NYS1017,43,Long
0553,STK,NYS1049,22,Short
0553,STK,NYS1057,20,Long
0553,STK,NYS1064,3,Long
0553,STK,NYS1071,7,Long
0553,STK,NYS1073,12,Long
0553,STK,NYS1092,21,Long
0553,STK,NYS1093,63,Long
0553,STK,NYS1158,36,Long
0553,STK,NYS1172,69,Short
0553,STK,NYS1205,19,Long
0553,STK,NYS1214,8,Long
0553,STK,NYS1232,102,Short
0553,STK,NYS1306,23,Long
0553,STK,NYS1319,18,Long
0553,STK,NYS1333,3,Long
0553,STK,NYS1380,14,Long
0553,STK,NYS1426,16,Long
0553,STK,NYS1455,17,Short
0553,STK,NYS1515,37,Long
0553,STK,NYS1546,216,Long
0553,STK,NYS1687,1,Long
0553,STK,NYS1698,30,Long
0553,STK,NYS1906,33,Short
0553,STK,NYS1966,14,Short
0553,STK,NYS2176,27,Long
0553,STK,NYS2331,6,Long
0553,STK,NYS2338,3,Long
0553,STK,NYS2354,22,Long
0554,CASH,n/a,2162.8,Long
0554,STK,ETF0463,17,Long
0554,STK,ETF0698,34,Long
0554,STK,ETF1286,4,Long
0554,STK,ETF1382,52,Short
0554,STK,NYS0764,4,Short
0554,STK,NYS1493,56,Short
0554,STK,NYS2151,31,Long
0555,CASH,n/a,3961.7,Long
0555,STK,ETF1286,8,Short
0555,STK,NAS0006,2,Long
0555,STK,NAS0052,9,Long
0555,STK,NAS0316,7,Long
0555,STK,NAS0858,9,Long
0555,STK,NAS1382,38,Long
0555,STK,NAS1426,5,Long
0555,STK,NAS1547,2,Short
0555,STK,NYS0045,35,Long
0555,STK,NYS0530,122,Short
0555,STK,NYS1178,2,Long
0555,STK,NYS2147,6,Long
0556,CASH,n/a,505.23,Long
0556,STK,ETF0037,59,Long
0556,STK,ETF1003,1,Long
0556,STK,NAS1803,34,Long
0557,CASH,n/a,1640.18,Long
0558,CASH,n/a,1987.38,Long
0558,STK,ETF0715,54,Long
0558,STK,ETF1286,10,Short
0558,STK,NAS0126,9,Short
0558,STK,NYS0691,20,Long
0558,STK,NYS0715,11,Long
0559,CASH,n/a,133.34,Long
0559,STK,ETF0037,59,Long
0559,STK,NYS2268,108,Long
0560,CASH,n/a,7275.11,Long
0560,STK,ETF0468,19,Short
0560,STK,ETF0560,7,Long
0560,STK,ETF0809,1,Short
0560,STK,ETF1003,13,Long
0560,STK,ETF1503,88,Long
0560,STK,NAS1218,82,Long
0560,STK,NAS1580,30,Long
0560,STK,NAS1599,22,Long
0560,STK,NAS2168,39,Long
0560,STK,NYS0649,16,Long
0560,STK,NYS0715,8,Long
0560,STK,NYS0724,13,Long
0560,STK,NYS0988,4,Long
0560,STK,NYS1621,21,Short
0560,STK,NYS1958,5,Short
0561,CASH,n/a,936.69,Long
0561,STK,NAS0006,16,Long
0561,STK,NYS0643,20,Short
0561,STK,NYS1244,15,Long
0561,STK,NYS2260,4,Short
0562,CASH,n/a,12945.87,Long
0562,STK,ETF0037,71,Long
0562,STK,ETF0147,71,Long
0562,STK,ETF0529,3,Long
0562,STK,ETF0540,111,Short
0562,STK,ETF0560,5,Long
0562,STK,ETF0634,18,Long
0562,STK,ETF0776,33,Long
0562,STK,ETF1003,16,Long
0562,STK,ETF1161,35,Short
0562,STK,ETF1247,6,Short
0562,STK,ETF1286,20,Long
0562,STK,ETF1448,60,Short
0562,STK,ETF1514,23,Short
0562,STK,NAS0006,7,Long
0562,STK,NAS0231,56,Long
0562,STK,NAS0328,9,Short
0562,STK,NAS0937,46,Long
0562,STK,NAS1562,19,Long
0562,STK,NAS1621,1,Long
0562,STK,NYS0018,1,Short
0562,STK,NYS0043,46,Long
0562,STK,NYS0223,48,Long
0562,STK,NYS0276,18,Long
0562,STK,NYS0353,90,Long
0562,STK,NYS0365,10,Long
0562,STK,NYS0395,40,Long
0562,STK,NYS0606,18,Long
0562,STK,NYS0640,18,Long
0562,STK,NYS0649,18,Long
0562,STK,NYS0715,37,Short
0562,STK,NYS0747,7,Long
0562,STK,NYS0862,58,Long
0562,STK,NYS1214,20,Long
0562,STK,NYS1360,2,Long
0562,STK,NYS1373,14,Long
0562,STK,NYS1439,21,Long
0562,STK,NYS1440,116,Long
0562,STK,NYS1453,9,Short
0562,STK,NYS1504,19,Long
0562,STK,NYS1718,15,Long
0562,STK,NYS1787,317,Long
0562,STK,NYS1832,7,Long
0562,STK,NYS1866,10,Long
0562,STK,NYS1892,303,Long
0562,STK,NYS1917,6,Long
0562,STK,NYS1956,1,Long
0562,STK,NYS2069,14,Long
0562,STK,NYS2084,66,Long
0562,STK,NYS2222,16,Long
0562,STK,NYS2291,9,Long
0562,STK,NYS2370,53,Long
0562,STK,NYS2388,27,Long
0562,STK,PRE0572,10,Short
0563,CASH,n/a,4755.98,Long
0564,CASH,n/a,616.84,Long
0564,STK,ETF0687,12,Long
0564,STK,ETF0846,28,Long
0564,STK,NYS2222,22,Long
0565,CASH,n/a,2689.91,Long
0565,STK,ETF1117,4,Long
0565,STK,ETF1119,40,Short
0565,STK,ETF1286,7,Short
0565,STK,NYS0492,28,Long
0565,STK,NYS0838,45,Short
0566,CASH,n/a,6139.6,Long
0566,STK,ETF0204,25,Short
0566,STK,ETF0560,8,Short
0566,STK,ETF0763,10,Short
0566,STK,ETF1247,6,Long
0566,STK,ETF1286,8,Long
0566,STK,NAS0001,5,Long
0566,STK,NAS0858,1,Long
0566,STK,NAS0936,26,Long
0566,STK,NAS1470,33,Long
0566,STK,NAS1621,1,Long
0566,STK,NAS2345,15,Long
0566,STK,NAS2478,20,Long
0566,STK,NYS0002,3,Long
0566,STK,NYS1017,30,Short
0566,STK,NYS1214,25,Long
0566,STK,NYS1254,7,Short
0566,STK,NYS1308,8,Short
0566,STK,NYS1623,6,Long
0566,STK,NYS1719,24,Long
0566,STK,NYS1734,28,Long
0566,STK,NYS1958,20,Long
0566,STK,NYS2020,16,Long
0566,STK,NYS2043,74,Long
0567,CASH,n/a,245.33,Long
0568,CASH,n/a,5658.1,Long
0569,CASH,n/a,612.32,Long
0569,STK,ETF1003,12,Long
0569,STK,ETF1286,4,Long
0569,STK,NAS0231,15,Long
0570,CASH,n/a,3434.22,Long
0570,STK,NAS1135,4,Long
0570,STK,NYS0843,49,Long
0570,STK,NYS1961,14,Long
0571,CASH,n/a,757.25,Long
0572,CASH,n/a,4306.92,Long
0572,STK,ETF0037,54,Short
0572,STK,ETF0168,71,Long
0572,STK,ETF0777,72,Long
0572,STK,ETF1286,7,Long
0572,STK,NAS0006,3,Long
0572,STK,NAS0291,5,Long
0572,STK,NAS0601,26,Long
0572,STK,NAS0858,15,Long
0572,STK,NYS0103,7,Short
0572,STK,NYS0592,7,Long
0572,STK,NYS0930,42,Long
0572,STK,NYS1017,32,Short
0572,STK,NYS1100,16,Long
0572,STK,NYS1380,4,Long
0572,STK,NYS1441,15,Long
0572,STK,NYS1693,38,Long
0572,STK,NYS1866,6,Long
0572,STK,NYS2257,10,Long
0572,STK,NYS2423,9,Short
0573,CASH,n/a,746.72,Long
0574,CASH,n/a,2529.09,Long
0574,STK,ETF0254,54,Long
0574,STK,ETF0565,14,Long
0574,STK,ETF0669,46,Long
0574,STK,ETF0694,40,Long
0574,STK,ETF0715,65,Long
0574,STK,ETF1003,18,Long
0574,STK,ETF1110,6,Short
0574,STK,ETF1172,30,Long
0574,STK,ETF1286,7,Long
0574,STK,NAS0006,6,Long
0574,STK,NAS0485,10,Long
0574,STK,NAS2580,8,Short
0574,STK,NYS0372,44,Long
0574,STK,NYS0690,14,Long
0574,STK,NYS1581,7,Long
0574,STK,NYS1724,5,Long
0574,STK,NYS2066,9,Short
0575,CASH,n/a,2432.44,Long
0575,STK,ETF1286,4,Long
0575,STK,NAS2483,3,Long
0575,STK,NYS0508,8,Long
0575,STK,NYS0588,7,Long
0575,STK,NYS1205,15,Long
0575,STK,NYS1214,9,Long
0576,CASH,n/a,1384.33,Long
0576,STK,ETF0037,8,Long
0576,STK,ETF0698,42,Short
0576,STK,ETF0763,17,Long
0576,STK,ETF0778,1,Long
0576,STK,NAS2173,23,Long
0576,STK,NAS2207,2,Short
0576,STK,NYS0132,8,Long
0576,STK,NYS0592,13,Long
0576,STK,NYS0747,19,Long
0576,STK,NYS0933,8,Long
0576,STK,NYS1605,55,Long
0576,STK,NYS1823,109,Long
0576,STK,NYS2195,3,Long
0576,STK,NYS2412,54,Long
0576,STK,PRE0282,35,Short
0577,CASH,n/a,4018.95,Long
0578,CASH,n/a,8605.21,Long
0578,STK,ETF1223,13,Long
0578,STK,NYS0744,77,Long
0578,STK,NYS0915,22,Long
0578,STK,NYS1085,116,Short
0579,CASH,n/a,1014.58,Long
0580,CASH,n/a,1830.58,Long
0580,STK,NAS0115,55,Long
0580,STK,NYS0514,32,Long
0580,STK,NYS2222,9,Short
0581,CASH,n/a,3231.03,Long
0582,CASH,n/a,8223.23,Long
0583,CASH,n/a,12440.89,Long
0583,STK,ETF0037,35,Long
0583,STK,NYS2066,1,Long
0583,STK,NYS2354,5,Long
0584,CASH,n/a,820.18,Long
0584,STK,ETF0037,48,Long
0584,STK,ETF0528,13,Long
0584,STK,ETF0687,17,Long
0584,STK,ETF0763,3,Long
0584,STK,ETF0780,6,Long
0584,STK,ETF1110,3,Short
0584,STK,ETF1161,57,Long
0584,STK,ETF1286,24,Long
0584,STK,ETF1435,3,Long
0584,STK,NAS0113,5,Long
0584,STK,NAS0858,14,Long
0584,STK,NAS1568,88,Long
0584,STK,NAS1921,19,Short
0584,STK,NAS2451,9,Long
0584,STK,NYS0056,2,Long
0584,STK,NYS0068,22,Long
0584,STK,NYS0078,56,Long
0584,STK,NYS0122,10,Long
0584,STK,NYS0134,21,Long
0584,STK,NYS1024,16,Long
0584,STK,NYS1053,171,Short
0584,STK,NYS1162,40,Long
0584,STK,NYS1244,2,Long
0584,STK,NYS1380,34,Long
0584,STK,NYS2222,22,Long
0585,CASH,n/a,21.03,Long
0585,STK,NAS0006,6,Long
0585,STK,NYS1653,18,Short
0586,CASH,n/a,1211.37,Long
0586,STK,ETF0463,12,Long
0586,STK,NAS0858,19,Long
0586,STK,NAS1562,25,Long
0586,STK,NYS0794,1,Long
0586,STK,NYS0862,8,Long
0586,STK,NYS1254,10,Long
0586,STK,NYS1967,17,Long
0587,CASH,n/a,6377.68,Long
0587,STK,ETF0069,26,Long
0587,STK,ETF0083,8,Long
0587,STK,ETF0463,12,Long
0587,STK,ETF0526,6,Short
0587,STK,ETF0540,35,Short
0587,STK,ETF0687,38,Long
0587,STK,ETF0761,14,Long
0587,STK,ETF0763,2,Short
0587,STK,ETF0827,36,Long
0587,STK,ETF1003,36,Long
0587,STK,ETF1286,26,Long
0587,STK,ETF1310,8,Short
0587,STK,ETF1378,55,Long
0587,STK,ETF1493,16,Long
0587,STK,NAS0050,9,Long
0587,STK,NAS0052,17,Long
0587,STK,NAS0231,5,Short
0587,STK,NAS0519,12,Short
0587,STK,NAS0624,25,Long
0587,STK,NAS0691,5,Long
0587,STK,NAS0858,19,Long
0587,STK,NAS1205,3,Short
0587,STK,NAS1218,5,Long
0587,STK,NAS1382,30,Long
0587,STK,NAS1469,54,Long
0587,STK,NAS1562,18,Short
0587,STK,NAS1621,6,Long
0587,STK,NAS1700,218,Long
0587,STK,NAS2469,9,Short
0587,STK,NYS0018,14,Long
0587,STK,NYS0019,40,Long
0587,STK,NYS0223,162,Long
0587,STK,NYS0365,73,Long
0587,STK,NYS0378,11,Long
0587,STK,NYS0389,24,Long
0587,STK,NYS0419,22,Long
0587,STK,NYS0693,24,Long
0587,STK,NYS0751,125,Long
0587,STK,NYS0805,47,Long
0587,STK,NYS0871,40,Long
0587,STK,NYS0920,8,Long
0587,STK,NYS0953,54,Long
0587,STK,NYS1205,16,Long
0587,STK,NYS1324,131,Long
0587,STK,NYS1373,12,Long
0587,STK,NYS1380,14,Short
0587,STK,NYS1410,27,Long
0587,STK,NYS1415,117,Short
0587,STK,NYS1439,11,Long
0587,STK,NYS1493,12,Long
0587,STK,NYS1515,28,Short
0587,STK,NYS1661,90,Short
0587,STK,NYS1746,47,Long
0587,STK,NYS1828,17,Long
0587,STK,NYS1871,47,Long
0587,STK,NYS1964,107,Long
0587,STK,NYS2031,54,Long
0587,STK,NYS2086,188,Long
0587,STK,NYS2139,39,Long
0587,STK,NYS2210,6,Long
0587,STK,NYS2221,11,Long
0587,STK,NYS2222,6,Long
0587,STK,NYS2268,133,Short
0587,STK,NYS2338,4,Short
0587,STK,NYS2377,38,Long
0588,CASH,n/a,946.79,Long
0588,STK,ETF0694,22,Short
0588,STK,ETF0763,23,Long
0588,STK,ETF1172,9,Short
0588,STK,ETF1286,14,Long
0588,STK,NYS0037,64,Long
0588,STK,NYS0313,37,Long
0588,STK,NYS0365,12,Short
0588,STK,NYS0597,3,Short
0588,STK,NYS1653,11,Long
0588,STK,NYS2222,14,Long
0589,CASH,n/a,760.89,Long
0589,STK,ETF1172,4,Long
0589,STK,NAS1308,7,Long
0589,STK,NYS0385,2,Long
0589,STK,NYS1244,8,Long
0589,STK,NYS1306,7,Long
0590,CASH,n/a,1411.46,Long
0591,CASH,n/a,1594.05,Long
0591,STK,ETF0147,22,Short
0591,STK,ETF1450,38,Long
0591,STK,NAS1773,64,Long
0591,STK,NYS1413,9,Long
0591,STK,NYS2306,1,Short
0592,CASH,n/a,18778.22,Long
0592,STK,ETF1286,1,Long
0592,STK,ETF1379,44,Long
0592,STK,NAS0113,2,Long
0592,STK,NYS0828,32,Long
0592,STK,NYS0900,29,Long
0593,CASH,n/a,4511.98,Long
0593,STK,ETF0529,11,Long
0593,STK,ETF0773,19,Short
0593,STK,ETF1172,28,Short
0593,STK,ETF1286,1,Long
0593,STK,NAS2194,18,Long
0593,STK,NYS0018,13,Long
0593,STK,NYS0068,9,Long
0593,STK,NYS0180,48,Short
0593,STK,NYS0673,32,Long
0593,STK,NYS0695,25,Long
0593,STK,NYS1441,5,Long
0593,STK,NYS2160,25,Long
0593,STK,NYS2222,5,Short
0593,STK,NYS2245,472,Long
0593,STK,NYS2442,18,Short
0594,CASH,n/a,13575.88,Long
0594,STK,ETF0037,33,Long
0594,STK,ETF0147,5,Short
0594,STK,ETF0840,7,Long
0594,STK,ETF1172,28,Short
0594,STK,ETF1286,3,Long
0594,STK,ETF1432,19,Short
0594,STK,NAS0006,16,Long
0594,STK,NAS0244,30,Long
0594,STK,NAS0937,41,Long
0594,STK,NAS1469,18,Long
0594,STK,NYS0068,12,Long
0594,STK,NYS0076,41,Long
0594,STK,NYS0240,45,Short
0594,STK,NYS0274,9,Long
0594,STK,NYS0483,11,Long
0594,STK,NYS0768,49,Long
0594,STK,NYS1766,27,Short
0594,STK,NYS2160,22,Long
0594,STK,NYS2257,2,Long
0594,STK,NYS2383,21,Long
0594,STK,NYS2415,5,Long
0595,CASH,n/a,4051.67,Long
0595,STK,ETF0037,16,Long
0595,STK,NAS1047,15,Long
0595,STK,NYS1153,92,Long
0596,CASH,n/a,3857.83,Long
0597,CASH,n/a,2240.57,Long
0597,STK,ETF0634,18,Long
0597,STK,ETF0846,10,Long
0597,STK,ETF1418,5,Long
0597,STK,NAS0006,8,Long
0597,STK,NAS0052,16,Long
0597,STK,NAS0143,3,Short
0597,STK,NAS1218,32,Long
0597,STK,NAS1231,16,Long
0597,STK,NYS0056,5,Short
0597,STK,NYS0644,36,Long
0597,STK,NYS0649,9,Long
0597,STK,NYS0843,79,Long
0597,STK,NYS1184,3,Long
0597,STK,NYS1507,29,Long
0597,STK,NYS1698,2,Long
0597,STK,NYS1827,21,Long
0597,STK,NYS2072,41,Long
0597,STK,NYS2107,6,Long
0597,STK,NYS2406,73,Short
0598,CASH,n/a,4210.26,Long
0598,STK,ETF0809,12,Long
0598,STK,NYS1605,152,Short
0599,CASH,n/a,12459.63,Long
0599,STK,ETF0540,5,Long
0599,STK,NAS0202,11,Long
0599,STK,NAS0736,8,Short
0599,STK,NAS0858,17,Short
0599,STK,NAS1192,5,Short
0599,STK,NAS1417,21,Long
0599,STK,NAS1562,1,Long
0599,STK,NAS1916,11,Long
0599,STK,NAS1946,5,Short
0599,STK,NYS0039,13,Short
0599,STK,NYS0254,2,Long
0599,STK,NYS0266,9,Short
0599,STK,NYS0533,20,Long
0599,STK,NYS0744,4,Long
0599,STK,NYS0953,61,Long
0599,STK,NYS1086,21,Short
0599,STK,NYS1301,14,Long
0599,STK,NYS2015,7,Short
0599,STK,NYS2101,2,Short
0599,STK,NYS2309,18,Long
0599,STK,NYS2354,22,Long
0600,CASH,n/a,992.01,Long
0601,CASH,n/a,3795.7,Long
0601,STK,ETF0037,15,Long
0601,STK,ETF0069,9,Long
0601,STK,ETF0204,1,Short
0601,STK,ETF0529,13,Long
0601,STK,ETF0760,4,Long
0601,STK,ETF0763,19,Long
0601,STK,ETF0846,130,Long
0601,STK,ETF1003,4,Long
0601,STK,ETF1120,20,Long
0601,STK,ETF1175,60,Long
0601,STK,ETF1286,25,Long
0601,STK,ETF1381,33,Long
0601,STK,ETF1382,32,Long
0601,STK,NAS0006,4,Long
0601,STK,NAS0052,41,Long
0601,STK,NAS0518,11,Short
0601,STK,NAS1021,10,Long
0601,STK,NAS1175,24,Long
0601,STK,NAS1543,61,Long
0601,STK,NAS1580,35,Long
0601,STK,NAS1759,34,Long
0601,STK,NAS2169,2,Long
0601,STK,NAS2362,45,Long
0601,STK,NAS2503,19,Long
0601,STK,NYS0132,11,Long
0601,STK,NYS0194,36,Long
0601,STK,NYS0313,28,Long
0601,STK,NYS0464,11,Long
0601,STK,NYS0477,21,Long
0601,STK,NYS0638,21,Short
0601,STK,NYS0649,10,Long
0601,STK,NYS0690,18,Long
0601,STK,NYS0777,20,Long
0601,STK,NYS0843,180,Long
0601,STK,NYS0942,19,Short
0601,STK,NYS1017,44,Long
0601,STK,NYS1023,2,Long
0601,STK,NYS1306,12,Short
0601,STK,NYS1769,19,Long
0601,STK,NYS1835,94,Short
0601,STK,NYS1915,107,Long
0602,CASH,n/a,1316,Long
0602,STK,NAS0023,2,Long
0602,STK,NAS0028,22,Long
0602,STK,NAS0033,2,Short
0602,STK,NYS0592,23,Short
0602,STK,NYS1012,4,Long
0603,CASH,n/a,4348.37,Long
0603,STK,ETF0068,24,Short
0603,STK,ETF0763,4,Short
0603,STK,ETF1286,22,Long
0603,STK,NAS0006,12,Short
0603,STK,NAS0821,22,Long
0603,STK,NAS1921,15,Short
0603,STK,NYS0109,2,Long
0603,STK,NYS0520,2,Long
0603,STK,NYS0588,34,Long
0603,STK,NYS0609,18,Long
0603,STK,NYS1071,5,Long
0603,STK,NYS2023,18,Short
0603,STK,NYS2043,170,Long
0603,STK,NYS2268,100,Long
0604,CASH,n/a,4334,Long
0605,CASH,n/a,265.5,Long
0605,STK,NAS1278,48,Long
0605,STK,NAS1916,10,Long
0605,STK,NYS0053,19,Long
0605,STK,NYS0776,15,Long
0605,STK,NYS0950,149,Long
0606,CASH,n/a,5483.96,Long
0606,STK,ETF0687,43,Short
0606,STK,ETF1286,23,Long
0606,STK,NAS1074,25,Long
0606,STK,NAS1221,20,Short
0606,STK,NYS1644,36,Short
0607,CASH,n/a,279.74,Long
0608,CASH,n/a,1841.1,Long
0609,CASH,n/a,8780.28,Long
0609,STK,ETF0687,47,Long
0609,STK,ETF1120,20,Long
0609,STK,ETF1253,6,Long
0609,STK,ETF1286,4,Long
