act,asset,order,size,done,price
0818,NOR140,Sell,12,12,110.21713
0818,SWI167,Sell,25,11,84.93668161
0820,ITA169,Sell,79,79,2.920358744
0820,SWE017,Sell,159,159,0.977399103
0820,SWE263,Sell,4,1,222.6994619
0823,NOR166,Sell,3,3,329.9304036
0825,GER032,Sell,19,19,107.6530942
0825,SWE248,Short,10,10,146.0069955
0826,ITA025,Buy,9,6,21.46206278
0826,ITA169,Short,567,567,2.919730942
0826,NOR166,Buy,6,6,324.7646637
0826,SWE231,Sell,1,1,73.86636771
0826,SWI167,Buy,16,16,85.16565022
0827,FRA045,Buy,28,28,50.43856502
0827,GER083,Short,70,70,38.77058296
0827,NOR006,Sell,45,45,29.22538117
0827,SPA023,Buy,468,468,1.723408072
0827,SWE248,Buy,1,1,145.0917489
0827,SWI071,Buy,12,12,64.58242152
0829,ITA169,Buy,344,344,2.93838565
0833,GER069,Buy,13,13,65.32538117
0833,NOR140,Sell,14,5,113.5287892
0835,SWE047,Buy,21,8,127.1447534
0836,DEN078,Buy,3,3,136.9386547
0836,SWE102,Buy,1,1,200.1956951
0837,NOR120,Buy,5,5,52.79587444
0837,SPA067,Sell,16,16,19.09022422
0838,DEN063,Sell,8,8,207.0833184
0838,FRA216,Buy,1,1,82.9490583
0838,SWE023,Sell,2,2,189.3493274
0838,SWE230,Buy,13,13,52.36618834
0838,SWE244,Short,2,2,87.83569507
0842,DEN066,Sell,1,1,338.5034081
0842,NET057,Buy,431,431,4.164932735
0842,NOR044,Short,68,68,19.81793722
0842,NOR071,Sell,2,2,88.67022422
0842,SWE023,Sell,2,2,190.1076233
0842,SWE194,Buy,3,3,90.20044843
0842,SWI162,Sell,15,15,63.58735426
0844,BEL008,Buy,4,4,86.03748879
0844,ITA169,Short,155,155,2.977847534
0844,NET105,Sell,13,7,32.05103139
0844,NOR142,Sell,1,1,26.25318386
0844,SWE248,Sell,3,3,144.3626009
0844,SWE267,Sell,6,6,173.8794619
0846,GER032,Short,10,10,108.1426906
0846,NOR149,Sell,1,1,145.7417937
0851,SWE244,Buy,2,2,87.80618834
0852,DEN044,Buy,2,1,221.3218834
0852,NOR140,Buy,4,4,110.3101345
0852,SWE162,Sell,61,12,24.58618834
0852,SWE244,Sell,3,3,87.75865471
0852,SWE293,Buy,12,12,82.59533632
0853,ITA001,Sell,1095,1095,1.007085202
0855,GER030,Sell,17,17,63.96224215
0855,NOR149,Short,10,10,146.0637668
0855,SPA083,Sell,99,99,5.358834081
0855,SWE194,Buy,27,27,89.86869955
0855,SWI167,Sell,7,6,85.04887892
0856,FIN121,Sell,32,32,33.05748879
0856,NET014,Buy,84,84,6.610044843
0856,NOR140,Buy,9,9,111.4300448
0856,SWE009,Buy,125,125,11.38439462
0856,SWE124,Buy,1,1,290.7513901
0856,SWE276,Sell,31,31,42.97892377
0857,NOR149,Short,7,7,150.4884305
0857,SWE023,Buy,9,4,189.6095964
0857,SWE047,Sell,1,1,125.7485202
0857,SWE091,Buy,2,2,47.33686099
0858,FRA057,Sell,7,2,51.50295964
0858,FRA295,Buy,1,1,19.89130045
0858,GER083,Short,21,21,38.30573991
0858,NOR015,Buy,19,19,109.9504933
0861,GER030,Sell,17,17,64.12044843
0861,ITA134,Short,155,43,11.53219731
0863,SWI167,Buy,9,9,83.53058296
0864,GER161,Sell,3,3,137.9567713
0864,ITA025,Sell,4,4,21.44600897
0864,ITA118,Buy,333,333,3.599641256
0864,SWE023,Sell,5,5,188.5974888
0864,SWE100,Buy,11,2,106.1972197
0864,SWE129,Sell,12,10,48.90914798
0864,SWE141,Short,3,3,273.0388341
0864,SWI076,Sell,37,37,23.38834081
0864,SWI168,Sell,10,6,83.70466368
0864,SWI253,Short,3,3,239.8773094
0865,FRA209,Sell,44,44,12.7290583
0865,NOR149,Buy,5,2,146.1436771
0869,FRA036,Sell,35,35,19.91237668
0870,DEN085,Short,3,3,259.7762332
0870,GER028,Buy,411,411,3.198026906
0870,ITA042,Sell,31,31,14.00394619
0870,NOR050,Sell,72,47,22.60511211
0870,SWE162,Buy,46,46,23.93883408
0871,SWE293,Buy,6,6,82.32206278
0874,ITA134,Buy,89,89,11.35524664
0874,NOR031,Buy,25,25,44.07013453
0874,SWE276,Buy,10,10,42.81255605
0875,GER192,Sell,3,3,78.02556054
0876,FRA281,Sell,5,5,101.8635874
0876,SWE017,Buy,367,367,0.933632287
0878,SWE124,Buy,4,4,294.0135426
0879,SWI167,Buy,2,2,83.93802691
0880,DEN066,Buy,1,1,336.5111211
0880,DEN127,Sell,1,1,326.6468161
0880,FIN098,Buy,239,239,2.988609865
0880,SWE194,Sell,15,15,89.77103139
0880,SWI006,Buy,16,16,66.04340807
0881,GER013,Buy,2,2,127.1124664
0881,SWE213,Short,30,15,54.36394619
0885,ITA259,Buy,318,318,3.941434978
0886,DEN005,Buy,2,2,177.11713
0886,DEN032,Buy,1,1,187.012287
0886,FIN102,Sell,3,3,7.264484305
0886,GER069,Sell,25,6,64.83587444
0886,NOR083,Sell,2,2,328.5749776
0886,SWE023,Buy,1,1,188.1944395
0886,SWE263,Sell,3,3,218.5433184
0886,SWE276,Buy,88,42,42.87730942
0886,SWE293,Sell,5,5,82.15928251
0890,SWE067,Buy,27,27,63.72807175
0890,SWE274,Short,4,4,75.15372197
0890,SWE293,Buy,1,1,82.69955157
0891,FRA020,Sell,8,8,6.424125561
0891,SWE102,Buy,2,2,202.4352466
0894,DEN027,Buy,1,1,404.5302242
0894,DEN032,Sell,6,6,186.8121076
0894,GER017,Buy,2,2,89.55309417
0894,NOR071,Buy,4,4,88.50609865
0894,SWE292,Short,18,18,82.44807175
0894,SWI211,Buy,1,1,332.6700448
0900,DEN127,Sell,2,2,322.0325561
0903,FRA216,Short,1,1,82.96502242
0903,ITA222,Short,18,18,13.40834081
0903,SWI253,Sell,1,1,240.6373991
0904,DEN084,Buy,4,4,333.0608969
0904,DEN104,Sell,3,3,326.6634081
0904,DEN127,Buy,1,1,320.8090583
0904,GER076,Buy,183,183,9.978295964
0904,NET050,Buy,38,25,12.14798206
0904,NET056,Buy,50,50,15.67542601
0904,NOR050,Buy,55,55,22.32663677
0904,SWE163,Buy,9,9,100.6256502
0904,SWE237,Sell,18,18,55.65130045
0906,SWE124,Buy,5,5,292.6037668
0906,SWE267,Sell,5,2,173.8069955
0906,SWE293,Sell,1,1,82.65506726
0909,DEN084,Buy,2,2,328.8330045
0909,DEN120,Buy,3,3,167.8779372
0909,GER032,Sell,2,2,109.8714798
0909,GER065,Sell,3,3,172.7012556
0909,NET038,Sell,10,4,54.99865471
0909,SWE023,Short,3,3,187.1450224
0909,SWE263,Sell,6,6,216.5056502
0910,SWE099,Short,6,6,176.7830493
0913,SWI214,Buy,9,9,201.7397309
0919,FRA216,Sell,16,16,81.32941704
0919,GER013,Short,7,7,127.446278
0919,ITA249,Buy,29,29,23.07372197
0919,NET060,Buy,19,17,42.0103139
0919,NOR093,Buy,31,16,47.53336323
0919,SWE194,Buy,14,14,89.58313901
0919,SWI162,Sell,14,14,63.5464574
0921,GER013,Sell,5,5,126.4160538
0921,ITA123,Buy,53,53,12.83982063
0921,NOR049,Short,3,3,108.1663677
0921,SPA025,Sell,4,2,4.944843049
0921,SWE024,Sell,1,1,173.0757848
0921,SWE138,Sell,1,1,216.7545291
0921,SWE231,Buy,10,10,74.00331839
0921,SWE263,Sell,5,3,221.4339013
0921,SWI162,Buy,13,13,63.12035874
0922,FRA045,Buy,8,8,50.51121076
0922,NET012,Sell,62,62,28.58313901
0924,DEN023,Short,1,1,446.3729148
0924,DEN027,Sell,2,2,407.0173991
0924,DEN084,Sell,4,4,333.7948879
0924,DEN089,Sell,1,1,678.1037668
0924,DEN127,Buy,1,1,326.8320179
0924,FRA166,Sell,36,36,46.0626009
0924,FRA241,Buy,8,8,49.78636771
0924,FRA263,Buy,31,31,14.57237668
0924,FRA282,Sell,124,124,10.33569507
0924,GER206,Buy,4,4,56.0826009
0924,IRE008,Buy,55,55,23.28044843
0924,ITA021,Short,208,208,14.85578475
0924,ITA034,Short,664,664,1.703139013
0924,ITA123,Short,175,175,12.912287
0924,NOR120,Short,10,10,53.83928251
0924,SPA119,Sell,12,12,64.79784753
0924,SPA123,Sell,197,197,11.87686099
0924,SWE038,Buy,11,11,132.2335426
0924,SWE047,Sell,6,6,128.0888789
0924,SWE102,Short,3,3,201.04
0924,SWE124,Sell,5,3,291.0265471
0924,SWE129,Short,24,24,49.3458296
0924,SWE163,Buy,28,14,102.0584753
0924,SWE215,Sell,402,38,5.091479821
0924,SWE231,Sell,21,21,73.38609865
0924,SWE239,Sell,4,4,98.05372197
0924,SWE263,Sell,4,4,219.3267265
0924,SWI187,Buy,3,3,234.5144395
0924,SWI212,Sell,13,1,64.11336323
0924,SWI217,Sell,19,19,74.17578475
0924,SWI230,Sell,45,38,17.93632287
0927,GER234,Buy,17,17,54.02134529
0927,IRE033,Buy,11,11,23.54286996
0927,NET086,Buy,14,14,20.49883408
0927,NOR026,Sell,4,4,52.11399103
0927,SPA132,Sell,42,42,11.27578475
0927,SWE012,Buy,2,2,129.4113901
0928,SWE118,Buy,3,3,84.65569507
0930,DEN049,Buy,1,1,537.0441256
0930,NET050,Buy,42,42,12.21865471
0930,NOR166,Sell,4,4,324.835157
0930,SWE231,Buy,10,10,72.82663677
0930,SWE268,Buy,5,5,225.7843946
0931,ITA169,Buy,31,31,2.936143498
0931,NOR110,Sell,2,2,658.3794619
0931,SPA090,Buy,8,8,6.573811659
0931,SPA132,Short,91,91,11.43605381
0931,SWE022,Sell,1,1,472.1463677
0931,SWE194,Buy,3,3,89.32520179
0931,SWE199,Sell,71,71,26.54367713
0931,SWE252,Sell,36,36,32.48403587
0931,SWE293,Sell,18,18,82.20735426
0931,SWI076,Buy,64,2,23.4193722
0931,SWI167,Sell,2,2,83.26843049
0932,FRA268,Sell,12,12,43.78825112
0932,SWE138,Buy,6,6,216.735426
0934,DEN023,Sell,3,3,447.8440359
0934,GER069,Sell,6,6,65.26430493
0934,SPA132,Sell,111,111,11.2741704
0934,SWE166,Buy,7,7,121.1856502
0934,SWE263,Buy,2,2,219.0033184
0939,SPA022,Sell,73,73,7.50529148
0939,SWE263,Buy,4,4,220.3128251
0939,SWI167,Sell,13,13,84.28744395
0946,FRA250,Sell,14,14,39.27381166
0946,SPA025,Buy,42,28,4.949058296
0946,SWE124,Buy,1,1,290.3536323
0946,SWE143,Sell,3,1,198.5653812
0946,SWE293,Buy,10,10,82.5690583
0948,DEN084,Sell,1,1,328.2769507
0948,DEN117,Sell,17,17,38.10950673
0950,DEN084,Buy,4,4,334.5520179
0950,NET038,Sell,5,3,57.82878924
0952,NET050,Sell,135,135,12.19605381
0952,NOR032,Short,4,4,107.4401794
0956,ITA286,Sell,45,45,5.262600897
0957,SWE246,Sell,2,2,146.9127354
0959,GER038,Short,23,23,66.26672646
0959,NOR140,Buy,3,3,110.2356951
0959,SPA075,Buy,40,40,33.00941704
0959,SWE262,Sell,6,6,220.469148
0960,DEN066,Sell,3,3,338.5389238
0960,DEN084,Buy,5,5,337.7773991
0960,NOR032,Short,5,5,106.0557848
0960,NOR083,Sell,1,1,325.573722
0960,NOR149,Buy,3,3,146.3553363
0960,SPA025,Sell,465,180,4.995156951
0960,SWE135,Sell,12,12,137.5532735
0960,SWE143,Buy,1,1,195.2304036
0960,SWE194,Sell,17,17,89.83641256
0960,SWE276,Sell,36,9,42.82295964
0960,SWI021,Sell,12,12,43.64591928
0960,SWI071,Sell,18,1,64.76466368
0965,ITA222,Buy,105,105,13.38116592
0965,NOR140,Buy,10,10,113.0150673
0965,SWE129,Short,25,25,49.57928251
0965,SWE263,Buy,3,3,221.1047534
0966,GER105,Buy,12,2,56.73040359
0966,SWE012,Sell,3,3,128.3817937
0969,GER032,Buy,15,3,109.9888789
0969,NOR120,Short,13,13,52.62681614
0969,SPA025,Buy,223,223,4.959192825
0969,SWE197,Buy,126,126,2.578923767
0969,SWE248,Sell,10,4,145.8018834
0969,SWI021,Short,18,18,43.82950673
0969,SWI137,Buy,11,11,116.1165022
0969,SWI167,Buy,17,17,84.28466368
0970,GER136,Sell,13,13,92.76744395
0970,NOR140,Buy,12,12,111.1191031
0971,GER138,Buy,40,40,8.637847534
0971,SWE248,Buy,4,4,147.1387444
0972,BEL059,Buy,93,93,3.496233184
0972,DEN027,Sell,4,4,404.9833184
0972,FIN059,Buy,45,3,20.17982063
0972,FRA054,Sell,14,14,72.0844843
0972,FRA074,Sell,124,124,10.9329148
0972,FRA095,Buy,39,39,14.47183857
0972,FRA250,Buy,22,22,39.23443946
0972,FRA274,Sell,72,72,36.19201794
0972,GER033,Sell,1,1,74.55264574
0972,GER218,Buy,8,8,49.35336323
0972,GER230,Sell,30,30,12.43596413
0972,ITA123,Sell,49,49,13.03372197
0972,ITA134,Short,75,75,11.48923767
0972,NOR140,Sell,7,7,112.6236771
0972,NOR166,Buy,2,2,327.8090583
0972,SWE023,Buy,1,1,188.2608969
0972,SWE090,Buy,6,6,216.4876233
0972,SWE124,Buy,2,2,293.4430493
0972,SWE163,Buy,2,2,100.9942601
0972,SWE244,Buy,11,11,87.92125561
0972,SWE263,Sell,4,4,222.2229596
0972,SWE264,Buy,5,5,111.8090583
0972,SWE276,Buy,32,12,42.92439462
0972,SWI001,Buy,64,64,16.63201794
0972,SWI076,Buy,59,59,23.43318386
0972,SWI103,Sell,2,2,273.6476233
0973,DEN032,Sell,5,5,186.9163229
0973,FIN115,Sell,26,26,13.40690583
0973,FRA295,Short,79,79,19.90304933
0973,ITA029,Sell,1066,1066,1.502690583
0973,NOR031,Buy,28,28,43.06977578
0973,NOR149,Sell,1,1,147.7529148
0973,SWE263,Short,8,8,216.7008072
0974,DEN071,Short,4,4,121.7243049
0974,FRA054,Buy,13,13,71.54618834
0974,NOR081,Short,12,12,25.92529148
0974,SWE021,Buy,1,1,142.6226009
0974,SWE102,Sell,4,4,201.2784753
0974,SWE124,Buy,3,3,290.8531839
0974,SWE248,Buy,2,2,147.1201794
0974,SWE267,Buy,8,8,173.2686996
0974,SWE276,Sell,14,14,42.64358744
0974,SWI230,Buy,81,81,17.94538117
0980,BEL008,Buy,14,14,86.78932735
0982,DEN109,Buy,4,4,390.9913901
0982,FRA029,Buy,28,28,60.79174888
0982,FRA293,Sell,3,3,51.27300448
0982,GER080,Sell,43,43,13.54618834
0982,GER199,Buy,110,110,2.132825112
0982,IRE032,Short,9,9,11.01784753
0982,ITA169,Sell,343,343,2.923139013
0982,NET014,Buy,73,73,6.610403587
0982,NOR120,Buy,1,1,55.40529148
0982,NOR140,Sell,1,1,111.5781166
0982,NOR166,Short,1,1,325.0539013
0982,SWE021,Sell,13,3,144.3817937
0982,SWE024,Buy,8,3,172.1415247
0982,SWE108,Buy,4,4,172.7680717
0982,SWE276,Buy,8,8,42.95363229
0982,SWI167,Sell,12,12,83.7238565
0982,SWI187,Buy,5,5,238.5972197
0984,NET086,Short,46,46,20.72475336
0986,DEN084,Buy,2,2,335.6972197
0986,NET016,Buy,17,17,73.94654709
0986,SWE024,Sell,13,13,170.0695964
0986,SWE091,Sell,11,11,48.28313901
0986,SWE138,Sell,1,1,216.3935426
0986,SWE166,Buy,9,5,117.1839462
0986,SWI187,Buy,3,3,239.0180269
0990,DEN120,Buy,2,2,166.1173991
0990,GER032,Sell,14,14,109.1098655
1001,FRA049,Short,65,65,29.94017937
1001,SWE120,Sell,2,2,248.7211659
1001,SWI162,Sell,9,9,63.39820628
1004,DEN027,Buy,2,2,400.09713
1004,SPA072,Sell,54,54,12.12394619
1004,SWE263,Sell,7,7,222.1603587
1006,FRA045,Sell,12,12,50.39506726
1006,FRA070,Short,12,12,36.33991031
1006,FRA250,Sell,44,44,39.23273543
1006,FRA282,Sell,42,42,10.41757848
1006,ITA021,Buy,114,114,14.92304933
1006,ITA118,Sell,229,229,3.638026906
1006,NET038,Short,6,6,55.25049327
1006,NET061,Sell,72,72,20.63865471
1006,NET083,Short,51,51,12.29686099
1006,NET105,Sell,42,42,31.69874439
1006,SWE126,Buy,3,3,217.1990135
1006,SWE194,Short,11,11,89.70107623
1006,SWE267,Buy,5,5,172.4012556
1006,SWE273,Sell,8,8,75.35847534
1006,SWI187,Sell,14,3,237.6319283
1008,GER069,Buy,1,1,65.47345291
1009,SWE276,Buy,41,41,42.62556054
1010,BEL008,Sell,13,13,87.62313901
1010,FRA015,Short,70,70,24.48502242
1010,NOR081,Sell,35,21,26.38591928
1010,SWE102,Sell,1,1,199.2514798
1011,DEN084,Buy,2,2,330.1973991
1011,SWE023,Sell,9,9,188.3644843
1011,SWE166,Buy,10,10,117.647713
1014,FIN025,Short,210,210,4.93103139
1014,NOR143,Buy,10,10,60.71605381
1014,SWE024,Sell,3,3,170.0473543
1014,SWE047,Sell,2,2,127.6991928
1014,SWE130,Short,2,2,279.9061883
1014,SWE138,Buy,1,1,212.823139
1014,SWE141,Buy,5,5,270.5717489
1014,SWE239,Buy,26,26,96.6638565
1017,GER069,Buy,2,2,64.30421525
1017,NOR140,Buy,3,3,113.3243946
1017,SWE023,Short,4,4,188.9072646
1018,DEN026,Buy,2,2,301.2615247
1018,GER062,Sell,2,2,9.139372197
1018,ITA085,Sell,110,110,6.360807175
1018,SWE264,Sell,8,8,113.0763229
1022,DEN044,Sell,6,6,223.9547085
1022,DEN127,Sell,13,5,322.115157
1022,FIN115,Sell,36,36,13.56600897
1022,FRA036,Buy,16,16,20.04529148
1022,FRA239,Sell,5,5,78.44179372
1022,GER030,Sell,16,7,64.1
1022,GER093,Sell,77,77,9.186816143
1022,GER168,Buy,5,5,83.27506726
1022,ITA169,Buy,348,348,2.939641256
1022,SPA025,Buy,413,413,4.977847534
1022,SWE023,Sell,1,1,189.4767713
1022,SWE126,Buy,5,5,219.1729148
1022,SWE231,Buy,16,16,72.91103139
1022,SWE263,Buy,4,4,222.8084305
1022,SWE264,Buy,5,5,113.0849327
1022,SWE276,Sell,29,29,43.04376682
1024,DEN066,Sell,6,1,336.8946188
1024,FIN071,Short,31,31,31.52466368
1024,ITA021,Short,39,39,14.67569507
1024,SWE163,Sell,1,1,100.7132735
1024,SWE293,Buy,15,15,82.34816143
1024,SWI227,Sell,73,73,11.30852018
1027,DEN027,Buy,1,1,403.3450224
1027,DEN084,Buy,3,3,332.0833184
1027,FRA209,Buy,27,27,12.61748879
1027,SWI162,Buy,8,8,63.85820628
1027,SWI167,Sell,16,16,84.03013453
1029,SWE099,Sell,12,12,179.9928251
1036,SPA123,Sell,50,50,11.73246637
1037,BEL098,Short,58,58,31.75524664
1037,DEN084,Sell,1,1,332.9943498
1037,DEN127,Buy,1,1,325.2432287
1037,FRA054,Sell,13,13,72.16735426
1037,FRA072,Sell,5,5,77.7026009
1037,FRA077,Buy,15,15,55.63390135
1037,FRA251,Short,20,20,70.83578475
1037,GER173,Sell,28,28,23.1541704
1037,ITA021,Sell,37,37,14.85434978
1037,ITA169,Buy,206,206,2.965919283
1037,ITA246,Short,159,159,7.305560538
1037,NET004,Buy,294,294,5.074349776
1037,NET038,Sell,21,13,58.17488789
1037,NOR026,Sell,20,20,53.13802691
1037,NOR027,Buy,415,415,3.17632287
1037,NOR044,Buy,147,73,19.44717489
1037,SWE003,Buy,7,7,144.3391031
1037,SWE021,Sell,18,8,144.4156951
1037,SWE230,Sell,7,7,51.79811659
1037,SWE231,Sell,17,17,73.49183857
1037,SWE244,Short,2,2,88.4606278
1037,SWE252,Sell,11,11,32.13901345
1037,SWE267,Short,12,12,173.1273543
1037,SWE274,Buy,1,1,74.67282511
1037,SWE293,Buy,21,21,82.31560538
1037,SWI071,Short,8,8,64.73766816
1037,SWI187,Buy,2,2,240.7092377
1040,FRA076,Buy,13,13,49.35946188
1040,FRA231,Sell,5,5,67.98977578
1040,ITA299,Sell,50,2,24.9761435
1040,NET105,Buy,2,2,31.66313901
1042,DEN084,Sell,3,3,331.7598206
1042,FRA045,Buy,4,4,50.6929148
1042,GER032,Buy,11,11,107.5781166
1042,GER076,Sell,128,128,9.937130045
1042,SWE122,Sell,5,5,75.22834081
1042,SWE215,Buy,60,60,5.031569507
1046,BEL093,Sell,40,40,27.29040359
1046,GER003,Buy,8,8,60.21874439
1046,SWE099,Short,6,6,175.3807175
1046,SWE231,Buy,1,1,72.80878924
1047,DEN023,Buy,1,1,451.35713
1047,DEN051,Buy,11,11,107.5439462
1047,DEN084,Sell,1,1,337.1897758
1047,NOR032,Sell,22,22,105.2876233
1047,NOR094,Sell,5,4,53.89874439
1047,SWE064,Buy,2,2,37.82340807
1048,FRA036,Buy,54,54,20.0955157
1048,SWE263,Sell,4,4,218.7145291
1049,FRA209,Sell,37,37,12.67964126
1049,ITA123,Buy,67,67,12.78798206
1049,NOR081,Sell,41,41,25.88197309
1051,DEN032,Buy,1,1,186.8047534
1051,FRA095,Buy,51,3,14.43237668
1051,FRA143,Sell,4,4,109.9779372
1051,GER030,Buy,25,25,63.60511211
1051,NOR120,Buy,7,4,54.35713004
1051,NOR166,Buy,5,2,329.9125561
1051,POR016,Short,118,118,8.531659193
1051,SWI167,Short,1,1,83.97452915
1054,FRA171,Buy,2,2,133.7064574
1055,NET016,Sell,4,4,74.01910314
1055,SWE124,Buy,2,1,291.3079821
1056,DEN089,Sell,1,1,674.9275336
1056,GER125,Buy,4,4,60.31497758
1056,NOR081,Buy,75,37,26.48869955
1056,SWI230,Sell,71,39,17.89560538
1057,SWE263,Short,7,7,221.427713
1058,FRA231,Buy,12,12,68.19659193
1059,GER087,Buy,3,3,63.28753363
1059,SWE102,Buy,2,2,201.9233184
1060,SWE072,Buy,53,53,28.08878924
1063,DEN120,Short,7,7,166.5430493
1063,FRA162,Buy,23,23,21.74278027
1063,SWE253,Sell,54,23,28.48161435
1063,SWE264,Sell,5,5,112.3328251
1063,SWE267,Sell,6,6,173.6926457
1069,GER161,Buy,9,5,138.8744395
1069,SWE178,Buy,27,27,43.97784753
1069,SWE276,Buy,17,7,42.73757848
1070,NOR149,Sell,10,10,149.8095964
1070,SPA123,Buy,27,27,11.89470852
1070,SWE024,Buy,5,5,173.1966816
1070,SWE292,Buy,5,5,82.64251121
1070,SWE293,Sell,3,3,82.68484305
1071,GER069,Buy,25,25,65.03650224
1075,DEN084,Sell,3,3,334.0673543
1075,SWE276,Sell,27,27,42.94753363
1075,SWE293,Sell,9,9,82.91381166
1077,ITA222,Buy,3,3,13.39264574
1077,NET061,Sell,32,17,20.52161435
1077,SWE129,Short,8,8,48.94977578
1078,NOR081,Sell,10,10,25.78484305
1081,FRA049,Short,3,3,29.96600897
1083,DEN027,Sell,4,2,398.8815247
1083,FRA153,Sell,49,49,18.07488789
1083,ITA286,Sell,231,231,5.275426009
1083,SWE023,Buy,2,2,191.3573094
1083,SWE120,Short,6,6,248.5892377
1083,SWE276,Sell,9,9,42.84152466
1084,SWI217,Sell,14,14,74.23076233
1088,SWE252,Buy,2,2,31.80672646
1090,GER069,Sell,23,23,65.08735426
1091,ITA169,Short,117,117,2.927892377
1091,SWE102,Buy,8,8,196.6764126
1091,SWE166,Buy,2,1,116.3268161
1091,SWE293,Buy,31,31,82.33103139
1092,NOR049,Buy,2,2,108.3233184
1092,SWE181,Sell,4,4,346.0132735
1092,SWE276,Buy,10,10,42.77040359
1094,DEN032,Buy,9,9,186.6010762
1094,GER032,Sell,18,18,109.6562332
1094,ITA134,Sell,47,47,11.48107623
1094,NOR032,Sell,1,1,107.09713
1094,SWI167,Sell,6,6,83.19363229
1096,DEN127,Sell,4,2,323.6531839
1096,FRA237,Short,16,1,60.56654709
1096,NOR150,Sell,5,5,143.1158744
1098,SWI071,Sell,16,8,64.02206278
1100,SWE253,Buy,36,36,28.17695067
1102,NET006,Buy,13,13,53.47524664
1102,NOR031,Short,3,3,43.84403587
1102,SWE293,Sell,15,15,82.37112108
1104,FRA171,Sell,2,2,133.4055605
1104,ITA286,Short,114,114,5.206726457
1104,SWE102,Short,4,4,200.3766816
1104,SWE239,Buy,13,13,97.3264574
1104,SWE273,Buy,5,5,75.08726457
1106,FIN110,Buy,46,46,4.529955157
1106,NOR116,Sell,1,1,238.0233184
1106,NOR150,Sell,2,2,146.3416143
1106,SWE124,Buy,1,1,291.9686099
1106,SWE191,Buy,53,53,47.01210762
1106,SWE268,Sell,4,4,225.2419731
1106,SWE269,Sell,5,5,94.87748879
1109,GER283,Buy,2,2,152.0608969
1110,ITA286,Buy,38,38,5.25426009
1112,GER189,Short,46,46,23.23210762
1112,SWE265,Sell,8,8,113.6560538
1114,SWE141,Sell,4,4,273.3517489
1114,SWE228,Buy,3,2,191.1773094
1114,SWE263,Sell,5,5,221.1331839
1114,SWI025,Buy,2,2,105.649148
1114,SWI214,Buy,14,14,204.1597309
1115,NOR120,Buy,15,15,52.25730942
1115,SWE023,Buy,5,5,187.6030493
1115,SWE248,Buy,9,9,147.366009
1115,SWI039,Sell,2,2,258.2746188
1116,GER013,Buy,9,3,126.7044843
1117,ITA085,Sell,90,90,6.352914798
1119,BEL008,Buy,16,16,87.58215247
1119,BEL098,Buy,48,48,32.24161435
1119,DEN027,Buy,3,3,405.307713
1119,DEN084,Short,5,5,338.664843
1119,DEN085,Sell,6,2,258.5634081
1119,DEN127,Sell,1,1,320.5096861
1119,FRA003,Buy,46,46,37.93085202
1119,FRA045,Buy,1,1,50.56331839
1119,FRA074,Sell,145,117,10.83434978
1119,FRA232,Short,81,53,6.410134529
1119,FRA274,Short,7,7,36.91121076
1119,GER030,Short,7,7,64.17210762
1119,GER093,Sell,3,3,9.131479821
1119,GER175,Buy,3,3,34.63910314
1119,GER234,Short,27,27,53.41928251
1119,NET006,Buy,26,26,53.83766816
1119,NOR015,Buy,10,2,108.6022422
1119,NOR111,Buy,3,3,108.6687892
1119,NOR116,Sell,1,1,238.1938117
1119,NOR120,Short,1,1,53.7464574
1119,NOR140,Sell,21,21,112.0944395
1119,NOR149,Buy,16,16,150.806009
1119,NOR163,Sell,1,1,135.0588341
1119,SPA024,Short,182,182,3.458116592
1119,SPA070,Buy,26,26,7.192376682
1119,SPA124,Buy,158,158,2.462331839
1119,SPA132,Buy,57,57,11.2729148
1119,SWE021,Sell,4,4,143.9769507
1119,SWE124,Sell,5,5,291.8666368
1119,SWE163,Buy,8,8,101.0350673
1119,SWE267,Short,9,9,174.2742601
1119,SWE274,Buy,22,22,74.70080717
1119,SWE293,Sell,3,3,82.98188341
1119,SWI071,Sell,4,4,64.87121076
1119,SWI162,Buy,8,8,63.08197309
1119,SWI167,Short,13,13,84.19237668
1119,SWI187,Buy,5,1,236.7188341
1119,SWI218,Short,5,5,292.4390135
1119,SWI230,Sell,127,127,17.80179372
1122,FRA011,Buy,33,33,51.37426009
1122,FRA250,Buy,23,23,38.82654709
1122,NET086,Sell,11,11,20.85488789
1122,SPA057,Sell,67,67,16.52134529
1122,SPA132,Buy,33,33,11.30053812
1122,SWE263,Sell,3,3,219.9579372
1122,SWI162,Buy,12,12,63.7626009
1122,SWI217,Buy,19,19,74.15686099
1123,DEN049,Buy,1,1,540.9972197
1123,ITA270,Buy,416,416,1.010134529
1123,NET050,Buy,174,174,12.31757848
1123,NET086,Sell,73,73,20.7664574
1123,NOR143,Sell,30,30,60.42735426
1123,SPA132,Sell,109,109,11.4406278
1123,SWE141,Short,3,3,271.7850224
1123,SWE194,Sell,8,4,89.34403587
1123,SWE231,Short,21,21,72.71991031
1123,SWE263,Sell,1,1,221.1488789
1123,SWE273,Buy,31,31,75.72950673
1123,SWE293,Short,5,5,82.06556054
1127,FRA171,Sell,1,1,133.6442152
1127,SWE130,Short,3,3,281.2111211
1127,SWI036,Sell,21,21,90.06699552
1129,NOR096,Buy,47,47,31.78600897
1129,SWE191,Buy,27,19,48.16484305
