asset,name,px
INDO131,Indofood Sukses Makmur,0.37776637
INDO132,Indomobil Sukses Internasional,0.21075387
INDO133,Indonesian Paradise Property,0.026317121
INDO134,Indonesia Transport&Infrastructure,0.003687289
INDO135,Indopoly Swakarsa Industry,0.005060985
INDO136,Indoritel Makmur Internasional,0.071576786
INDO137,Indosat,0.300044103
INDO138,Indospring,0.040487879
INDO139,Indo Tambangraya Megah,0.679617968
INDO140,Industri Jamu dan Farmasi Sido Muncul,0.034197798
INDO141,Intanwijaya Internasional,0.023858929
INDO142,Inti Agri Resources,0.065431304
INDO143,Intiland Development,0.036005292
INDO144,Intraco Penta,0.018436445
INDO145,Japfa Comfeed Indonesia,0.024943425
INDO146,Jasa Marga (Persero),0.365113908
INDO147,Jasuindo Tiga Perkasa,0.018219546
INDO148,Jaya Agra Wattie,0.021328436
INDO149,J Resources Asia Pasifik,0.047717857
INDO150,Kabelindo Murni,0.007952976
INDO151,Kalbe Farma,0.122186635
INDO152,Kawasan Industri Jababeka,0.014459957
INDO153,Kimia Farma,0.05024835
INDO154,KMI Wire&Cable,0.006434681
INDO155,Krakatau Steel,0.02335283
INDO156,Kresna Graha Sekurindo,0.072299784
INDO157,Langgeng Makmur Industri,0.008242175
INDO158,Lautan Luas,0.044825866
INDO159,Link Net,0.327156522
INDO160,Lippo Cikarang,0.484408552
INDO161,Lippo Karawaci,0.075553274
INDO162,Logindo Samudramakmur,0.010266569
INDO163,London Sumatra Indonesia,0.077360769
INDO164,Lotte Chemical Titan,0.00665158
INDO165,Malindo Feedmill,0.082421754
INDO166,Matahari Department Store,1.20740639
INDO167,Matahari Putra Prima,0.181472457
INDO168,Mayora Indah,1.879794379
INDO169,Medco Energi Internasional,0.099412203
INDO170,Media Nusantara Citra,0.130862609
INDO171,Mega Manunggal Property,0.060731818
INDO172,Megapolitan Developments,0.011495666
INDO173,Metrodata Electronics,0.046994859
INDO174,Metropolitan Land,0.021039237
INDO175,Midi Utama Indonesia,0.05675533
INDO176,Minna Padi Investama,0.04012638
INDO177,Mitra Adiperkasa,0.289199135
INDO178,Mitrabahtera Segara Sejati,0.031088907
INDO179,Mitra Energi Persada,0.060370319
INDO180,Mitra International Resources,0.003614989
INDO181,Mitra Keluarga Karyasehat,1.919559261
INDO182,Mitra Pinasthika Mustika,0.039041883
INDO183,MNC Investama,0.018581044
INDO184,MNC Kapital Indonesia,0.124355628
INDO185,MNC Land,0.101942695
INDO186,MNC Sky Vision,0.109895671
INDO187,Modern Internasional,0.01337546
INDO188,Modernland Realty,0.026389421
INDO189,Mulia Industrindo,0.042295374
INDO190,Multi Agro Gemilang Plantation,0.003614989
INDO191,Multi Bintang Indonesia,0.426568725
INDO192,Multi Indocitra,0.020243939
INDO193,Multipolar,0.031088907
INDO194,Multipolar Technology,0.095435715
INDO195,Mustika Ratu,0.015905952
INDO196,Nippon Indosari Corpindo,0.082060255
INDO197,Nipress,0.030727408
INDO198,Nirvana Development,0.011640265
INDO199,Nusa Konstruksi Enjiniring,0.004410287
INDO200,Nusantara Infrastructure,0.011784865
INDO201,Nusantara Inti Corpora,0.017207349
INDO202,Nusa Raya Cipta,0.048802354
INDO203,Pabrik Kertas Tjiwi Kimia,0.039764881
INDO204,Pacific Strategic Financial,0.040849378
INDO205,Pakuwon Jati,0.028196916
INDO206,Pan Brothers,0.03687289
INDO207,Panin Financial,0.018219546
INDO208,Panin Sekuritas,0.255218237
INDO209,Paninvest,0.045187365
INDO210,Panorama Sentrawisata,0.031378106
INDO211,Panorama Transportasi,0.014459957
INDO212,Pelat Timah Nusantara,0.004482587
INDO213,Pelayaran Tempuran Emas,0.104834687
INDO214,Pembangunan Perumahan (Persero),0.231359308
INDO215,Perdana Karya Perkasa,0.003687289
INDO216,Perusahaan Gas Negara,0.199185904
INDO217,Petrosea,0.027546218
INDO218,Polaris Investama,0.112064665
INDO219,Polychem Indonesia,0.005856282
INDO220,PP Properti,0.010628068
INDO221,Prima Alloy Steel Universal,0.01012197
INDO222,Puradelta Lestari,0.011784865
INDO223,Pyridam Farma,0.008459075
INDO224,Radiant Utama Interinsco,0.015472154
INDO225,Ramayana Lestari Sentosa,0.044464367
INDO226,Ratu Prabu Energi,0.014387657
INDO227,Resource Alam Indonesia,0.048079356
INDO228,Rig Tenders Indonesia,0.010844968
INDO229,Ristia Bintang Mahkotasejati,0.005060985
INDO230,Rukun Raharja,0.065069805
INDO231,Salim Ivomas Pratama,0.0333302
INDO232,Samindo Resources,0.036149892
INDO233,Sampoerna Agro,0.101219697
INDO234,Samudera Indonesia,0.325349027
INDO235,Saranacentral Bajatama,0.006362381
INDO236,Sarana Meditama Metropolitan,0.182918453
INDO237,Sarana Menara Nusantara,0.28413815
INDO238,Saratoga Investama Sedaya,0.325349027
INDO239,Sawit Sumbermas Sarana,0.116402652
INDO240,Sejahteraraya Anugrahjaya,0.014459957
INDO241,Sekawan Intipratama,0.012652462
INDO242,Selamat Sempurna,0.343423973
INDO243,Semen Baturaja,0.018725644
INDO244,Semen Indonesia (Persero),0.676002979
INDO245,Sentul City,0.004337987
INDO246,Sierad Produce,0.049525352
INDO247,Siloam International Hospitals,1.042924382
INDO248,Sitara Propertindo,0.035065395
INDO249,SLJ Global,0.003614989
INDO250,Smartfren Telecom,0.003759589
INDO251,SMR Utama,0.019882441
INDO252,Soechi Lines,0.035426894
INDO253,Sri Rejeki Isman Sritex,0.023642029
INDO254,Star Pacific,0.032390303
INDO255,Star Petrochem,0.004554886
INDO256,Steel Pipe Industry of Indonesia,0.008097576
INDO257,Sugih Energy,0.028413815
INDO258,Sumber Alfaria Trijaya,0.042656872
INDO259,Summarecon Agung,0.11025717
INDO260,Suparma,0.008675974
INDO261,Supra Boga Lestari,0.019376342
INDO262,Supreme Cable Manufacturing&Commerce,0.260279222
INDO263,Surya Citra Media,0.189786933
INDO264,Surya Esa Perkasa,0.131585607
INDO265,Suryamas Dutamakmur,0.007519178
INDO266,Surya Semesta Internusa,0.052055844
INDO267,Surya Toto Indonesia,0.435606198
INDO268,Tambang Batubara Bukit Asam,0.430183714
INDO269,Tanah Laut,0.013158561
INDO270,Telekomunikasi Indonesia,0.207138881
INDO271,Tempo Inti Media,0.005494784
INDO272,Tempo Scan Pacific,0.117848648
INDO273,Tiga Pilar Sejahtera Food,0.112064665
INDO274,Timah (Persero),0.043018371
INDO275,Tiphone Mobile Indonesia,0.060370319
INDO276,Tirta Mahakam Resources,0.003831889
INDO277,Total Bangun Persada,0.046271862
INDO278,Tower Bersama Infrastructure,0.516943454
INDO279,Trada Maritime,0.003614989
INDO280,Tri Banyan Tirta,0.023858929
INDO281,Trimegah Securities,0.003904188
INDO282,Trisula International,0.022702132
INDO283,Tunas Baru Lampung,0.031450406
INDO284,Tunas Ridean,0.03687289
INDO285,Unilever Indonesia,2.747391785
INDO286,United Tractors,1.288743647
INDO287,Vale Indonesia,0.108449676
INDO288,Victoria Investama,0.007736077
INDO289,Visi Media Asia,0.030799708
INDO290,Wahana Ottomitra Multiartha,0.004771786
INDO291,Wahana Pronatural,0.004121088
INDO292,Waskita Karya,0.115318155
INDO293,Wicaksana Overseas International,0.004121088
INDO294,Wijaya Karya,0.193040423
INDO295,Wijaya Karya Beton,0.067961797
INDO296,Wilmar Cahaya Indonesia,0.04012638
INDO297,Wintermar Offshore Marine,0.012652462
INDO298,Wismilak Inti Makmur,0.030510509
INDO299,XL Axiata,0.214730358
INDO300,Zebra Nusantara,0.009832771
JAPA001,Acom,4.601024285
JAPA002,Advantest,8.433834462
JAPA003,A.D. Works,0.313893937
JAPA004,Aeon,15.23211631
JAPA005,Aiful,3.907153478
JAPA006,Ajinomoto,21.82388898
JAPA007,Alps Electric,31.96761936
JAPA008,Amada Holdings,8.888154634
JAPA009,ANA Holdings,2.9324302
JAPA010,Aozora Bank,3.692383942
JAPA011,Aplus Financial,0.974723278
JAPA012,Ardepro,0.875598877
JAPA013,Asahi Glass,6.087890302
JAPA014,Asahi Kasei,8.128200892
JAPA015,Asanuma,2.701139931
JAPA016,Asia Alliance Holdings,0.115645135
JAPA017,Astellas Pharma,14.90170164
JAPA018,BANDAI NAMCO Holdings,23.4594416
JAPA019,Bank of Yokohama,6.228316537
JAPA020,Bridgestone,34.24748059
JAPA021,Broadmedia,0.735172642
JAPA022,Canon,31.17462415
JAPA023,Casio Computer,19.56054849
JAPA024,Chiba Bank,7.442590451
JAPA025,Chiyoda,7.417809351
JAPA026,Chubu Electric Power,15.55427061
JAPA027,Cima Co.,0.289112837
JAPA028,Citizen Holdings,7.599537419
JAPA029,Cosmo Oil,1.536428217
JAPA030,CROOZ,27.67222865
JAPA031,Daicel,13.45613745
JAPA032,Daido Steel,3.816289443
JAPA033,Daihatsu Motor,12.56401784
JAPA034,Daiho,4.650586486
JAPA035,Daiichi Chuo,0.289112837
JAPA036,Dai-ichi Life Insurance,18.38757641
JAPA037,Daiichi Sankyo,19.08144722
JAPA038,Daikyo,1.544688584
JAPA039,Dai Nippon Printing,10.31719808
JAPA040,Daiwa House Industry,24.73153808
JAPA041,Daiwa Securities Group,7.021311746
JAPA042,DDS,3.940194945
JAPA043,DeNA,18.35453494
JAPA044,Denki Kagaku Kogyo,4.295390715
JAPA045,Dexerials,13.46439782
JAPA046,DIC,2.453328928
JAPA047,DMG Mori,15.1082108
JAPA048,Dowa Holdings,8.904675368
JAPA049,Ebara,4.10540228
JAPA050,Econach Holdings,0.660829341
JAPA051,Eisai,66.45465059
JAPA052,Financial Products Group,6.938708079
JAPA053,FinTech Global,1.181232447
JAPA054,Freesia Macross,0.231290269
JAPA055,Fudo Tetra,1.412522716
JAPA056,Fuji Electric,4.064100446
JAPA057,FUJIFILM Holdings,41.23575087
JAPA058,Fuji Heavy Industries,35.47001487
JAPA059,Fujikura,5.088385924
JAPA060,Fujitsu,4.857095655
JAPA061,Fukuoka Financial Group,4.97274079
JAPA062,Fund Creation Group,1.511647117
JAPA063,Furukawa,2.412027094
JAPA064,Furukawa Electric,1.643812985
JAPA065,Global Asia Holdings,0.016520734
JAPA066,GS Yuasa,3.816289443
JAPA067,GungHo Online Entertainment,3.006773501
JAPA068,Hankyu Hanshin Holdings,6.071369569
JAPA069,Haseko,12.0766562
JAPA070,Hayashikane Sangyo,1.073847679
JAPA071,Hazama Ando,6.459606807
JAPA072,Hino Motors,11.12671403
JAPA073,Hitachi,5.765735999
JAPA074,Hitachi Metals,13.06790021
JAPA075,Hokuhoku Financial Group,2.263340492
JAPA076,Honda Motor,31.87675533
JAPA077,Ichigo,2.205517925
JAPA078,IHI,3.21328267
JAPA079,Inpex,10.16025112
JAPA080,Intrance,1.982488022
JAPA081,Isetan Mitsukoshi Holdings,16.01685115
JAPA082,Ishihara Sangyo Kaisha,0.91690071
JAPA083,Isuzu Motors,11.7545019
JAPA084,Itochu,12.24186354
JAPA085,Janome Sewing Machine,0.84255741
JAPA086,Japan Airlines,35.84999174
JAPA087,Japan Communications,2.420287461
JAPA088,Japan Display,3.295886337
JAPA089,Japan Food&Liquor Alliance,0.355195771
JAPA090,Japan Steel Works,3.461093673
JAPA091,Japan Tobacco,35.51957707
JAPA092,JFE Holdings,16.08293408
JAPA093,JGC Corp.,15.14125227
JAPA094,Joyo Bank,5.451842062
JAPA095,JVC Kenwood,2.188997191
JAPA096,JX Holdings,3.874112011
JAPA097,kabu.com Securities,3.205022303
JAPA098,Kachikaihatsu,0.462580539
JAPA099,Kajima,5.658351231
JAPA100,Kamigumi,8.508177763
JAPA101,Kanematsu,1.561209318
JAPA102,Kansai Electric Power,12.81182885
JAPA103,Kao Corp.,46.8941021
JAPA104,Kawasaki Heavy Industries,3.890632744
JAPA105,Kawasaki Kisen Kaisha,2.238559392
JAPA106,Kayaba Industry,3.006773501
JAPA107,KDDI Corp.,24.98760945
JAPA108,Kenedix,3.527176607
JAPA109,Kimuratan,0.066082934
JAPA110,Kintetsu Group Holdings,3.584999174
JAPA111,Kirin Holdings,14.67867173
JAPA112,KLab,12.1757806
JAPA113,Kobe Steel,1.387741616
JAPA114,Komatsu,17.14026103
JAPA115,Konica Minolta,11.11019329
JAPA116,Kubota,15.76904015
JAPA117,Kumagai Gumi,3.21328267
JAPA118,Kuraray,12.25838427
JAPA119,Kurita Water Industries,20.8739468
JAPA120,Kyushu Electric Power,12.18404097
JAPA121,Land Co.,0.148686602
JAPA122,Laox Co.,3.601519907
JAPA123,LCA Holdings,0.033041467
JAPA124,Leopalace21,4.840574922
JAPA125,LIXIL Group,20.32050223
JAPA126,M3,22.30299025
JAPA127,Maeda Corp.,7.896910623
JAPA128,Makino Milling Machine,8.020816124
JAPA129,Marubeni,5.575747563
JAPA130,Marui Group,12.2005617
JAPA131,Matsui Securities,8.714686932
JAPA132,Mazda Motor,17.52849827
JAPA133,Metaps,21.48521394
JAPA134,Minebea,12.46489344
JAPA135,Misumi Group,11.9527507
JAPA136,Mitsubishi,18.96580208
JAPA137,Mitsubishi Chemical Holdings,5.963984801
JAPA138,Mitsubishi Electric,10.19329258
JAPA139,Mitsubishi Estate,21.90649265
JAPA140,Mitsubishi Gas Chemical,5.014042623
JAPA141,Mitsubishi Heavy Industries,4.939699323
JAPA142,Mitsubishi Materials,3.287625971
JAPA143,Mitsubishi Motors,7.90517099
JAPA144,Mitsubishi UFJ Financial Group,6.773500743
JAPA145,Mitsubishi UFJ Lease&Finance,4.931438956
JAPA146,Mitsui Chemicals,3.469354039
JAPA147,Mitsui&Co.,13.20832645
JAPA148,Mitsui Engineering&Shipbuilding,1.577730051
JAPA149,Mitsui Fudosan,28.34957872
JAPA150,Mitsui Mining&Smelting,2.131174624
JAPA151,Mitsui O.S.K. Lines,2.891128366
JAPA152,mixi Inc.,35.76738807
JAPA153,Mizuho Financial Group,2.081612424
JAPA154,Monex Group,2.618536263
JAPA155,Morinaga&Co.,5.352717661
JAPA156,MS&AD Insurance Group Holdings,32.27325293
JAPA157,Muraki,0.966462911
JAPA158,Nagoya Railroad,4.047579713
JAPA159,Nankai Electric Railway,5.162729225
JAPA160,NEC Corp.,3.138939369
JAPA161,NEXON,14.00132166
JAPA162,NGK Insulators,23.14554766
JAPA163,Nidec Corp.,79.16735503
JAPA164,Nikon Corp.,12.92747398
JAPA165,Nippon Chemical Industrial,2.486370395
JAPA166,Nippon Chemi-Con,2.37072526
JAPA167,Nippon Conveyor,1.825541054
JAPA168,Nippon Electric Glass,4.460598051
JAPA169,Nippon Express,4.848835288
JAPA170,Nippon Koshuha Steel,0.859078143
JAPA171,Nippon Light Metal Holdings,1.552948951
JAPA172,Nippon Parking Development,1.354700149
JAPA173,Nippon Sheet Glass,0.925161077
JAPA174,Nippon Shokubai,15.36428217
JAPA175,Nippon Steel&Sumitomo Metal,2.131174624
JAPA176,Nippon Suisan Kaisha,3.147199736
JAPA177,Nippon Telegraph&Telephone,38.36114323
JAPA178,Nippon Yakin Kogyo,1.552948951
JAPA179,Nippon Yusen,2.67635883
JAPA180,Nishimatsu Construction,4.427556584
JAPA181,Nishi-Nippon City Bank,2.767222865
JAPA182,Nissan Motor,9.177267471
JAPA183,Nisshin Seifun Group,13.83611432
JAPA184,NOF Corp.,7.459111185
JAPA185,Nojima,11.30844209
JAPA186,Nomura Holdings,6.418304973
JAPA187,NSK Ltd.,12.82008921
JAPA188,NTN Corp.,5.336196927
JAPA189,NTT DoCoMo,20.75830167
JAPA190,Obayashi,8.706426565
JAPA191,Ohmori,0.346935404
JAPA192,Oji Holdings,4.625805386
JAPA193,Okamoto Industries,8.582521064
JAPA194,Oki Electric Industry,1.866842888
JAPA195,OKUMA Corp.,8.367751528
JAPA196,Olympus,36.67602842
JAPA197,OncoTherapy Science,2.684619197
JAPA198,ONTSU Co.,0.30563357
JAPA199,Orient,1.643812985
JAPA200,Oriental Chain Mfg.,1.230794647
JAPA201,Oriental Land,56.61655377
JAPA202,Orix Corp.,13.64612589
JAPA203,Osaka Gas,4.088881546
JAPA204,Otsuka Holdings,33.81794152
JAPA205,Pacific Metals,2.65157773
JAPA206,Panasonic,11.01106889
JAPA207,Penta-Ocean Construction,4.766231621
JAPA208,Pioneer,1.825541054
JAPA209,Prospect,0.470840905
JAPA210,Rakuten,14.32347596
JAPA211,Red Planet Japan,0.346935404
JAPA212,Resona Holdings,5.121427391
JAPA213,Ricoh Co.,9.722451677
JAPA214,R-Tech Ueno,15.56253098
JAPA215,Sailor Pen,0.363456137
JAPA216,Sakha Diamond,0.189988435
JAPA217,Sanken Electric,3.940194945
JAPA218,Santen Pharmaceutical,15.66991574
JAPA219,Sanwa Holdings,7.450850818
JAPA220,Sapporo Holdings,3.832810177
JAPA221,SBI Holdings,12.49793491
JAPA222,SCREEN Holdings,4.956220056
JAPA223,Sega Sammy Holdings,10.67239385
JAPA224,Seiko Epson,16.41334875
JAPA225,Seiko Holdings,5.897901867
JAPA226,Sekisui Chemical,11.20931769
JAPA227,Sekisui House,14.97604494
JAPA228,Seven Bank,4.369734016
JAPA229,Seven&I Holdings,44.37469024
JAPA230,Sharp Corp.,1.511647117
JAPA231,Shimizu,9.747232777
JAPA232,Shinsei Bank,2.213778292
JAPA233,Shiseido,21.75780605
JAPA234,Showa Denko,1.19775318
JAPA235,Showa Shell Sekiyu,8.590781431
JAPA236,SoftBank Group,58.85511317
JAPA237,Softfront,2.593755163
JAPA238,Sojitz,2.164216091
JAPA239,Sompo Japan Nipponkoa Holdings,33.08276887
JAPA240,Sony Corp.,26.18536263
JAPA241,Sony Financial Holdings,18.74277218
JAPA242,Sparx Group,2.915909466
JAPA243,Sumco Corp.,9.10292417
JAPA244,Sumitomo,10.69717495
JAPA245,Sumitomo Chemical,5.005782257
JAPA246,Sumitomo Electric Industries,14.10044606
JAPA247,Sumitomo Heavy Industries,4.452337684
JAPA248,Sumitomo Metal Mining,12.80356848
JAPA249,Sumitomo Mitsui Construction,1.313398315
JAPA250,Sumitomo Mitsui Financial Group,41.59094664
JAPA251,Sumitomo Mitsui Trust Holdings,4.229307781
JAPA252,Sumitomo Osaka Cement,3.931934578
JAPA253,Sumitomo Realty&Development,34.41268792
JAPA254,Suzuki Motor,34.29704279
JAPA255,SWCC Showa Holdings,0.718651908
JAPA256,Taiheiyo Cement,3.419791839
JAPA257,Taisei,6.75698001
JAPA258,Taiyo Yuden,12.46489344
JAPA259,Takara Leben,4.369734016
JAPA260,Takashimaya,8.747728399
JAPA261,Takeda Pharmaceutical,49.28134809
JAPA262,Tanaka Chemical,9.540723608
JAPA263,T&D Holdings,13.60482405
JAPA264,TEAC Corp.,0.371716504
JAPA265,Teijin,3.221543037
JAPA266,Tekken,2.800264332
JAPA267,Terumo,27.58962498
JAPA268,THine Electronics,14.86866017
JAPA269,Tobishima,2.032050223
JAPA270,Tobu Railway,4.477118784
JAPA271,Toho Kinzoku,2.04031059
JAPA272,Toho Zinc,2.602015529
JAPA273,Tokai Carbon,2.511151495
JAPA274,Tokio Marine Holdings,40.44275566
JAPA275,Tokuyama,1.693375186
JAPA276,Tokyo Electric Power,6.955228812
JAPA277,Tokyo Electron,53.50239551
JAPA278,Tokyo Gas,5.484883529
JAPA279,Tokyo Tatemono,12.82834958
JAPA280,Tokyu Corp.,7.178258715
JAPA281,Tokyu Fudosan Holdings,6.946968445
JAPA282,TonenGeneral Sekiyu,9.887659012
JAPA283,Toppan Printing,8.219064926
JAPA284,Toray Industries,8.995539402
JAPA285,Toshiba,3.147199736
JAPA286,Tosoh Corp.,4.675367586
JAPA287,Toto Ltd.,14.86866017
JAPA288,Toyobo,1.462084917
JAPA289,Toyo Ink SC Holdings,3.890632744
JAPA290,Toyota Motor,60.68065422
JAPA291,UACJ,1.908144722
JAPA292,UBE Industries,1.751197753
JAPA293,Unicharm,20.02312903
JAPA294,Unitika,0.536923839
JAPA295,Uny Group Holdings,6.319180572
JAPA296,Yahoo Japan,4.138443747
JAPA297,Yamada Denki,3.832810177
JAPA298,Yamaha Motor,19.83314059
JAPA299,Yaskawa Electric,11.8784074
JAPA300,Yokogawa Electric,11.9775318
MALA001,1 Utopia,0.00837565
MALA002,7-Eleven Malaysia Holdings,0.351777313
MALA003,Advance Synergy,0.026323472
MALA004,AEON (M),0.665265939
MALA005,Ahmad Zaki Resources,0.129224319
MALA006,AirAsia,0.208194736
MALA007,AirAsia X,0.037092166
MALA008,Alam Maritim Resources,0.102900847
MALA009,Alliance Financial Group,0.899784148
MALA010,AMMB Holdings,1.124730184
MALA011,APFT,0.052646945
MALA012,Asia Bioenergy Technologies,0.013161736
MALA013,Asia Media Group,0.004786086
MALA014,Asian Pac Holdings,0.04068173
MALA015,Astral Supreme,0.028716515
MALA016,Astro Malaysia Holdings,0.693982454
MALA017,AWC,0.070594767
MALA018,Axiata Group,1.469328369
MALA019,Barakah Offshore Petroleum,0.209391258
MALA020,Benalec Holdings,0.131617362
MALA021,Berjaya,0.086149546
MALA022,Berjaya Auto,0.51211119
MALA023,Berjaya Sports Toto,0.705947669
MALA024,BHS Industries,0.12204519
MALA025,Bintai Kinden,0.050253902
MALA026,Bioalpha Holdings,0.057433031
MALA027,Bio Osmo,0.013161736
MALA028,Borneo Oil,0.117259104
MALA029,BTM Resources,0.04905738
MALA030,Bumi Armada,0.204605172
MALA031,Bursa Malaysia,1.971867387
MALA032,Cahya Mata Sarawak,1.184556258
MALA033,Careplus Group,0.101704325
MALA034,Caring Pharmacy Group,0.289558196
MALA035,Censof Holdings,0.055039988
MALA036,Century Bond,0.380493828
MALA037,Century Logistics Holdings,0.196229522
MALA038,China Automobile Parts Holdings,0.065808681
MALA039,China Stationery,0.015554779
MALA040,CIMB Group Holdings,1.196521473
MALA041,Coastal Contracts,0.459464246
MALA042,Cocoaland Holdings,0.61740508
MALA043,Comfort Gloves,0.16272692
MALA044,Comintel,0.056236509
MALA045,ConnectCounty Holdings,0.052646945
MALA046,Dagang NeXchange,0.051450423
MALA047,Datasonic Group,0.253662552
MALA048,Daya Materials,0.023930429
MALA049,Dayang Enterprise Holdings,0.375707742
MALA050,D.B.E. Gurney Resources,0.011965215
MALA051,Denko Industrial,0.06461216
MALA052,Destini,0.141189534
MALA053,DGB Asia,0.014358258
MALA054,Dialog Group,0.375707742
MALA055,DiGi.com,1.251561461
MALA056,Digistar,0.046664337
MALA057,Diversified Gateway Solutions,0.013161736
MALA058,Dolphin International,0.166316485
MALA059,DPS Resources,0.016751301
MALA060,DRB-HICOM,0.311095583
MALA061,Dufu Technology,0.067005202
MALA062,EA Holdings,0.015554779
MALA063,Eastern&Oriental,0.366135571
MALA064,E.A. Technique (M),0.208194736
MALA065,EcoFirst Consolidated,0.06461216
MALA066,Econpile Holdings,0.196229522
MALA067,Eco World Development Group,0.323060798
MALA068,Eduspec Holdings,0.055039988
MALA069,Efficient E-Solutions,0.047860859
MALA070,Engtex Group,0.256055595
MALA071,ES Ceramics Technology,0.07298781
MALA072,Evergreen Fibreboard,0.428354687
MALA073,Eversendai,0.167513006
MALA074,Excel Force MSC,0.138796491
MALA075,Felda Global Ventures Holdings,0.291951239
MALA076,Fitters Diversified,0.112473018
MALA077,Flonic Hi-Tec,0.010768693
MALA078,Focus Dynamics Technologies,0.011965215
MALA079,Focus Lumber,0.363742528
MALA080,Frontken,0.037092166
MALA081,Gadang Holdings,0.287165153
MALA082,Gamuda,1.038580638
MALA083,GD Express Carrier,0.206998215
MALA084,Genetec Technology,0.035895644
MALA085,Genting,1.639234418
MALA086,Genting Malaysia,0.947645006
MALA087,George Kent (Malaysia),0.275199939
MALA088,Ge-Shen,0.195033
MALA089,GHL Systems,0.217766908
MALA090,Global Oriental,0.107686933
MALA091,Globaltec Formation,0.010768693
MALA092,Globetronics Technology,1.375999694
MALA093,Green Packet,0.047860859
MALA094,GSB Group,0.017947822
MALA095,Hap Seng Consolidated,1.304208405
MALA096,Harvest Court Industries,0.041878252
MALA097,Heng Huat Resources Group,0.092132153
MALA098,HeveaBoard,0.224946037
MALA099,Hexza,0.181871264
MALA100,Hiap Huat Holdings,0.017947822
MALA101,Hiap Teck Venture,0.057433031
MALA102,Hibiscus Petroleum,0.171102571
MALA103,Ho Hup Construction,0.191443436
MALA104,Homeritz,0.21896343
MALA105,Hong Leong Bank,3.130100173
MALA106,Hovid,0.100507804
MALA107,Ho Wah Genting,0.016751301
MALA108,Hubline,0.003589564
MALA109,Hume Industries,0.775345914
MALA110,I-Bhd,0.119652147
MALA111,Icon Offshore,0.075380853
MALA112,Ideal Jacobs (Malaysia),0.029913037
MALA113,iDimension Consolidated,0.029913037
MALA114,IFCA MSC,0.132813883
MALA115,IHH Healthcare,1.399930123
MALA116,IJM,1.507617056
MALA117,Ikhmas Jaya Group,0.141189534
MALA118,Inari Amertron,0.741843313
MALA119,Ingenuity Consolidated,0.014358258
MALA120,Insas,0.150761706
MALA121,Instacom Group,0.025126951
MALA122,IOI,0.957217178
MALA123,IOI Properties Group,0.437926859
MALA124,IRIS,0.044271294
MALA125,Iskandar Waterfront City,0.180674742
MALA126,JAG,0.021537387
MALA127,JAKS Resources,0.191443436
MALA128,JCY International,0.153154749
MALA129,JHM Consolidation,0.087346068
MALA130,Kanger International,0.028716515
MALA131,Karambunai,0.011965215
MALA132,Karex,0.758594614
MALA133,Kim Hin Industry,0.428354687
MALA134,Kinsteel,0.029913037
MALA135,KNM Group,0.114866061
MALA136,K-One Technology,0.047860859
MALA137,Konsortium Transnasional,0.04905738
MALA138,Kossan Rubber Industries,1.648806589
MALA139,KPJ Healthcare,1.005078037
MALA140,Kretam Holdings,0.092132153
MALA141,Kronologi Asia,0.028716515
MALA142,KSL Holdings,0.342205141
MALA143,Kuala Lumpur Kepong,4.982315413
MALA144,Kumpulan Europlus,0.184264307
MALA145,Lafarge Malaysia,2.225529939
MALA146,Land&General,0.088542589
MALA147,LBS Bina Group,0.311095583
MALA148,LCTH,0.135206926
MALA149,Lee Swee Kiat Group,0.067005202
MALA150,Leon Fuat,0.102900847
MALA151,Leweko Resources,0.031109558
MALA152,Lingkaran Trans Kota Holdings,1.165411914
MALA153,Lion Industries,0.070594767
MALA154,LTKM,0.332632969
MALA155,Luster Industries,0.015554779
MALA156,MAA Group,0.171102571
MALA157,Mah Sing Group,0.332632969
MALA158,Malakoff,0.342205141
MALA159,Malayan Banking,2.09630562
MALA160,Malayan United Industries,0.039485209
MALA161,Malaysia Airports Holdings,1.033794552
MALA162,Malaysia Building Society,0.327846884
MALA163,Malaysia Marine&Heavy Engineering Holdings,0.241697338
MALA164,Malaysian Bulk Carriers,0.199819086
MALA165,Malaysian Resources,0.204605172
MALA166,Malaysia Steel Works (KL),0.093328675
MALA167,Malton,0.177085178
MALA168,ManagePay Systems,0.046664337
MALA169,Marco Holdings,0.033502601
MALA170,Maxis,1.572229215
MALA171,Meda Inc.,0.132813883
MALA172,Media Prima,0.251269509
MALA173,Media Shoppe,0.035895644
MALA174,Metronic Global,0.016751301
MALA175,Microlink Solutions,0.22733908
MALA176,Mieco Chipboard,0.185460828
MALA177,Mikro MSC,0.077773896
MALA178,Minetech Resources,0.016751301
MALA179,Minho (Malaysia),0.272806896
MALA180,MISC,1.938364786
MALA181,Mitrajaya Holdings,0.222552994
MALA182,MK Land Holdings,0.076577374
MALA183,MMC,0.404424258
MALA184,MMS Ventures,0.138796491
MALA185,MQ Technology,0.016751301
MALA186,Muda Holdings,0.277592982
MALA187,Mudajaya Group,0.215373865
MALA188,Muhibbah Engineering (M),0.445105988
MALA189,Mulpha International,0.067005202
MALA190,Multi Sports Holdings,0.016751301
MALA191,My E.G. Services,0.622191166
MALA192,Naim Indah,0.017947822
MALA193,NCB Holdings,1.03140151
MALA194,NetX Holdings,0.00837565
MALA195,Nexgram Holdings,0.016751301
MALA196,Ni Hsin Resources,0.056236509
MALA197,Nova MSC,0.022733908
MALA198,NTPM Holdings,0.178281699
