act,asset,order,size,done,price
0382,JAPA236,Buy,12,12,58.9133
0383,AUST272,Buy,272,272,4.2163
0386,HONG064,Buy,441,441,3.6001
0386,JAPA114,Sell,85,64,17.2072
0386,JAPA236,Sell,19,19,59.0585
0386,JAPA283,Buy,94,94,8.1694
0386,SOUT024,Sell,1,1,54.0226
0390,JAPA182,Buy,58,58,9.2061
0391,HONG227,Buy,1769,163,0.8391
0391,JAPA026,Buy,114,114,15.686
0391,JAPA076,Sell,3,3,31.5518
0394,HONG114,Short,1122,1122,1.3107
0394,HONG140,Sell,138,138,3.4819
0394,INDO033,Buy,1177,1177,0.9302
0394,JAPA144,Buy,231,231,6.7477
0394,THAI280,Sell,24848,24848,0.0643
0397,AUST032,Sell,88,88,20.8181
0397,JAPA107,Short,68,49,24.931
0397,JAPA222,Short,280,280,4.8481
0397,JAPA285,Sell,365,365,3.0659
0397,TAIW032,Sell,102,102,10.5868
0400,JAPA201,Buy,6,6,55.5781
0403,JAPA111,Buy,72,72,14.6298
0403,JAPA204,Sell,57,57,33.6321
0409,AUST292,Sell,23,23,29.5366
0409,JAPA092,Buy,49,49,16.1554
0409,JAPA134,Buy,94,94,12.736
0410,JAPA114,Buy,46,14,17.1237
0415,HONG179,Buy,1148,1148,0.5986
0417,AUST073,Buy,1,1,55.3052
0417,HONG116,Sell,862,862,0.3625
0419,AUST230,Short,39,39,36.2046
0419,JAPA224,Buy,57,57,16.3461
0419,JAPA269,Sell,431,431,2.0611
0419,SING095,Sell,4077,4077,0.2201
0421,JAPA296,Sell,105,105,4.105
0421,SOUT197,Sell,7,7,207.3803
0422,HONG070,Buy,69,5,11.8801
0422,JAPA175,Buy,111,111,2.0512
0422,JAPA236,Sell,1,1,58.5971
0422,SOUT106,Sell,18,18,15.7118
0422,SOUT232,Short,1460,1460,1.1002
0422,TAIW007,Buy,127,127,6.4284
0423,JAPA153,Buy,688,576,2.0885
0425,JAPA163,Sell,24,24,79.6682
0425,SING080,Short,2108,2108,0.0955
0425,SOUT203,Buy,114,114,9.508
0425,TAIW029,Sell,88,88,0.7863
0426,HONG082,Buy,67,67,2.9953
0426,INDI013,Short,553,553,3.1604
0430,HONG082,Sell,184,184,3.0556
0430,JAPA147,Buy,11,11,12.8873
0430,JAPA153,Sell,534,534,2.0669
0432,AUST292,Buy,10,10,29.8246
0432,AUST294,Sell,76,8,6.9757
0432,HONG064,Sell,33,33,3.49
0432,JAPA189,Buy,25,25,21.0716
0432,JAPA274,Buy,3,3,40.3469
0432,JAPA276,Sell,11,11,6.843
0436,HONG005,Buy,268,268,5.5999
0436,HONG098,Buy,72,72,0.6794
0436,INDI220,Sell,617,617,2.2404
0436,JAPA007,Buy,33,18,31.4899
0436,JAPA023,Buy,8,8,19.6123
0436,JAPA030,Sell,19,19,25.5318
0436,JAPA069,Buy,2,2,11.988
0436,JAPA122,Short,261,261,3.6713
0436,JAPA132,Buy,177,177,17.2981
0436,JAPA136,Sell,87,87,19.1235
0436,JAPA139,Buy,55,55,21.6585
0436,JAPA274,Short,4,4,40.0203
0436,SING141,Sell,285,103,5.0333
0437,THAI200,Buy,301,301,2.264
0439,HONG090,Buy,1946,1946,0.96
0439,JAPA069,Buy,112,80,12.1676
0439,JAPA144,Short,21,10,6.7149
0440,HONG045,Buy,678,678,0.7071
0440,HONG064,Short,81,81,3.5697
0440,HONG149,Sell,431,431,2.6535
0440,INDI046,Buy,64,64,16.9362
0440,INDI250,Sell,16,16,3.8437
0440,INDI270,Sell,178,178,5.168
0440,JAPA103,Buy,36,11,46.8488
0440,JAPA107,Buy,59,59,25.2344
0440,SOUT005,Buy,1,1,317.2432
0440,SOUT078,Buy,139,139,14.5983
0441,INDO117,Short,37627,37627,0.0505
0441,JAPA114,Sell,60,60,17.1796
0441,JAPA179,Sell,1063,1063,2.6754
0446,AUST295,Sell,67,67,22.7501
0446,HONG140,Buy,147,32,3.5401
0446,INDI284,Short,331,331,2.6313
0446,JAPA017,Short,18,12,15.0133
0446,JAPA076,Short,30,8,31.4575
0446,JAPA125,Sell,26,26,20.1567
0446,JAPA153,Short,201,201,2.0593
0446,JAPA186,Buy,322,322,6.4065
0446,JAPA236,Sell,62,62,58.657
0447,HONG275,Sell,2,2,17.0619
0447,SING068,Sell,7,1,13.0219
0447,TAIW102,Short,144,144,2.7942
0447,THAI002,Buy,220,220,6.4901
0448,AUST295,Buy,88,88,22.4535
0448,HONG023,Buy,12,12,0.9203
0448,HONG112,Sell,764,764,2.1555
0448,HONG179,Buy,290,290,0.599
0448,HONG197,Buy,203,203,0.8501
0448,JAPA091,Buy,8,8,35.1609
0448,JAPA102,Buy,39,39,12.5537
0448,JAPA189,Sell,52,52,21.0065
0448,PHIL177,Sell,98,98,18.7157
0448,SOUT062,Sell,844,844,1.3027
0448,THAI200,Sell,784,784,2.263
0448,THAI253,Sell,1082,1082,1.4128
0451,JAPA017,Buy,49,49,14.7914
0451,JAPA147,Buy,14,8,13.047
0451,JAPA284,Short,220,220,8.8901
0455,JAPA022,Sell,76,50,31.0857
0455,JAPA236,Buy,20,20,58.9863
0455,SOUT273,Sell,41,19,31.8499
0455,TAIW189,Buy,49,49,2.6667
0456,HONG045,Short,2679,2679,0.7241
0456,JAPA163,Buy,11,8,79.1326
0456,SING223,Buy,69,69,2.5642
0456,SOUT105,Buy,38,11,35.7262
0456,SOUT121,Buy,16,4,56.061
0456,SOUT273,Sell,12,12,31.0497
0460,HONG227,Buy,2559,2559,0.8336
0460,INDI298,Sell,10,10,10.0913
0460,JAPA015,Sell,627,264,2.6178
0460,MALA143,Buy,176,1,4.9312
0460,SOUT106,Short,42,42,15.6654
0460,TAIW035,Sell,567,326,1.604
0461,JAPA290,Buy,8,8,59.7057
0461,SOUT156,Sell,81,81,20.5391
0464,JAPA081,Sell,36,36,15.9812
0468,JAPA229,Buy,42,42,44.0031
0468,THAI228,Buy,571,571,0.2936
0470,HONG004,Sell,4305,4305,0.3996
0470,HONG229,Short,193,193,5.0235
0470,INDO270,Sell,5933,5933,0.2054
0470,JAPA051,Sell,1,1,65.0458
0473,AUST054,Sell,36,36,7.2318
0473,HONG167,Sell,146,146,7.9524
0473,JAPA262,Sell,55,55,8.8397
0473,JAPA290,Buy,1,1,60.3446
0473,SOUT165,Buy,282,282,2.3323
0473,SOUT189,Sell,26,26,47.7735
0474,AUST298,Sell,32,32,19.3569
0474,PHIL175,Short,130,130,2.6825
0475,JAPA036,Buy,29,4,18.5364
0475,JAPA231,Buy,10,3,9.9178
0475,JAPA285,Sell,131,131,3.0896
0478,HONG227,Buy,2159,2159,0.8695
0478,JAPA091,Buy,13,13,35.2064
0478,THAI017,Buy,20262,20262,0.0878
0480,JAPA076,Sell,21,21,31.4512
0480,SOUT001,Short,60,60,25.0875
0480,THAI201,Sell,66,66,2.3426
0484,AUST045,Sell,115,115,7.8601
0484,AUST110,Sell,257,132,1.9314
0484,HONG041,Buy,121,121,0.6137
0484,HONG103,Short,18,18,2.8031
0484,HONG179,Sell,2128,1911,0.607
0484,HONG183,Sell,26481,26481,0.0194
0484,HONG229,Sell,338,338,4.955
0484,INDI127,Buy,241,241,6.2295
0484,JAPA045,Buy,44,44,13.3834
0484,JAPA074,Sell,146,146,12.785
0484,JAPA076,Sell,2,2,31.5155
0484,JAPA082,Short,165,165,0.8838
0484,JAPA114,Short,15,15,17.2844
0484,JAPA116,Sell,43,43,15.684
0484,JAPA122,Short,430,430,3.8185
0484,JAPA139,Buy,29,29,21.7095
0484,JAPA144,Buy,131,131,6.785
0484,JAPA172,Sell,404,404,1.3179
0484,JAPA193,Buy,34,34,8.4954
0484,JAPA204,Buy,50,50,33.6402
0484,JAPA210,Sell,54,54,14.2527
0484,JAPA250,Sell,27,27,41.5912
0484,JAPA262,Sell,120,120,9.7884
0484,JAPA287,Short,231,231,14.8259
0484,JAPA298,Sell,63,63,18.9896
0484,SOUT020,Short,135,135,14.974
0484,SOUT024,Buy,19,19,66.5092
0484,SOUT122,Buy,91,91,28.1511
0484,SOUT274,Short,11,11,85.6239
0484,TAIW179,Short,608,608,1.2666
0484,THAI066,Buy,193,193,0.164
0484,THAI117,Buy,689,39,0.1052
0484,THAI126,Sell,104,104,5.1128
0484,THAI269,Buy,4097,4097,0.0672
0486,JAPA030,Short,47,47,27.4185
0486,JAPA151,Buy,419,419,2.8749
0486,SOUT273,Buy,21,21,31.5096
0487,AUST047,Buy,88,88,18.2177
0487,JAPA125,Buy,84,84,20.1588
0487,JAPA144,Buy,245,245,6.7973
0487,JAPA179,Buy,729,729,2.7082
0491,AUST047,Sell,136,83,18.0732
0491,JAPA099,Sell,288,288,5.5883
0491,JAPA113,Buy,1388,1388,1.3632
0491,JAPA239,Buy,62,62,33.0544
0495,AUST032,Sell,24,24,20.6405
0495,HONG040,Buy,579,579,0.3918
0495,JAPA144,Sell,148,72,6.7575
0495,JAPA149,Buy,127,13,28.117
0495,JAPA163,Buy,20,20,79.5689
0495,JAPA202,Buy,130,130,13.7304
0495,TAIW080,Buy,329,90,2.1928
0496,SOUT044,Buy,165,165,10.862
0500,JAPA084,Buy,4,4,12.2849
0500,JAPA153,Sell,2085,856,2.0648
0504,HONG104,Buy,2063,2063,0.5383
0504,JAPA180,Sell,102,102,4.3579
0504,JAPA263,Sell,175,175,13.5622
0509,HONG188,Buy,2227,2227,0.3777
0510,JAPA153,Sell,905,905,2.0848
0510,JAPA236,Buy,11,11,59.1428
0511,JAPA051,Short,22,22,65.8506
0517,HONG005,Sell,140,140,5.5407
0517,HONG099,Buy,6440,6440,0.3519
0517,HONG103,Sell,325,325,2.8351
0517,HONG111,Short,630,630,1.8483
0517,HONG114,Sell,122,122,1.2494
0517,HONG229,Buy,363,363,4.9862
0517,HONG275,Buy,42,42,16.9731
0517,JAPA017,Buy,43,43,14.9542
0517,JAPA041,Sell,145,145,7.0985
0517,JAPA144,Buy,223,223,6.7967
0517,JAPA149,Buy,3,3,28.1658
0517,JAPA172,Sell,762,77,1.3189
0517,JAPA186,Buy,305,305,6.3736
0517,JAPA189,Short,64,64,20.6059
0517,JAPA210,Buy,113,16,14.1636
0517,JAPA251,Buy,54,54,4.2593
0517,JAPA252,Short,485,485,3.9452
0517,JAPA285,Buy,84,84,3.1145
0517,TAIW245,Sell,194,194,3.047
0519,AUST190,Buy,136,136,11.1305
0519,INDI034,Sell,35,35,12.9448
0519,JAPA036,Short,26,26,18.6146
0519,SOUT128,Buy,113,113,6.9265
0522,JAPA013,Buy,59,59,6.0541
0522,JAPA139,Sell,39,19,21.7605
0522,TAIW184,Sell,731,731,0.821
0523,JAPA007,Buy,5,5,32.0468
0523,JAPA093,Sell,60,60,15.3001
0523,JAPA100,Buy,59,59,8.4087
0523,THAI199,Buy,24,24,7.4558
0524,JAPA009,Buy,223,223,3.0158
0524,SOUT019,Buy,3,3,137.8469
0526,HONG143,Buy,1961,1961,0.4086
0526,SING243,Short,550,550,2.7231
0526,TAIW224,Buy,322,322,5.4501
0531,HONG021,Buy,2219,2219,0.7379
0531,HONG226,Short,4629,4629,0.4832
0531,JAPA244,Buy,36,36,10.5975
0534,AUST047,Short,27,27,18.0623
0534,JAPA144,Short,113,113,6.7888
0534,SOUT277,Buy,1,1,207.4969
0534,THAI201,Buy,931,931,2.3369
0536,AUST212,Buy,325,325,9.7045
0538,AUST047,Buy,58,58,18.0663
0538,HONG198,Short,11,11,0.6849
0538,JAPA007,Buy,44,44,31.6026
0538,JAPA025,Sell,249,249,7.5254
0538,JAPA149,Buy,64,64,28.2536
0538,JAPA277,Buy,23,23,53.6709
0538,JAPA282,Buy,129,129,9.8239
0538,JAPA300,Buy,19,19,11.5734
0538,MALA041,Sell,4282,4282,0.4881
0538,SOUT273,Sell,17,17,31.4697
0538,THAI201,Sell,110,110,2.2203
0540,TAIW167,Buy,30,30,7.6936
0544,AUST230,Buy,28,28,36.1452
0547,AUST230,Buy,9,9,36.7122
0547,HONG179,Buy,3376,1731,0.5918
0547,INDI228,Buy,643,643,4.7052
0547,INDI298,Sell,88,88,10.6179
0547,JAPA019,Buy,247,247,6.2516
0547,JAPA147,Sell,110,84,13.1529
0547,JAPA153,Sell,329,144,2.0762
0547,JAPA174,Buy,27,27,14.653
0547,JAPA192,Sell,294,294,4.6056
0547,JAPA228,Sell,331,141,4.3628
0547,JAPA229,Buy,32,32,44.3701
0547,JAPA240,Buy,45,45,25.7921
0547,JAPA245,Buy,250,205,4.9422
0547,JAPA290,Sell,6,6,60.47
0547,SOUT286,Sell,15,15,107.8504
0547,TAIW047,Short,1650,391,0.2815
0547,THAI023,Buy,639,169,0.5363
0551,HONG091,Short,1133,755,0.8275
0551,JAPA005,Sell,433,433,3.8648
0551,JAPA057,Buy,7,7,41.3394
0551,JAPA250,Sell,3,3,41.2812
0552,AUST151,Sell,23,23,54.891
0552,INDI180,Short,173,173,2.5671
0552,JAPA202,Buy,36,11,13.5913
0552,JAPA297,Buy,159,159,3.8502
0552,THAI213,Buy,2421,2421,0.131
0553,JAPA195,Buy,2,2,8.1269
0553,JAPA201,Sell,9,9,57.6906
0555,JAPA020,Buy,99,45,33.8433
0557,TAIW249,Sell,24,24,3.8801
0557,THAI245,Sell,20264,9107,0.0879
0562,AUST073,Buy,36,36,54.6032
0562,HONG114,Buy,1528,1528,1.3214
0562,JAPA177,Buy,11,11,38.4027
0562,JAPA221,Sell,216,216,12.4499
0562,JAPA285,Buy,440,440,3.1303
0562,JAPA290,Short,2,2,59.9102
0562,SING068,Buy,2,2,13.1336
0563,AUST073,Buy,35,35,54.823
0563,AUST230,Sell,10,10,36.6771
0563,HONG084,Sell,195,195,0.6731
0563,JAPA015,Sell,588,278,2.7865
0563,JAPA020,Sell,36,36,33.964
0563,JAPA091,Sell,13,13,35.1305
0563,JAPA116,Sell,107,107,15.6285
0563,JAPA149,Short,8,8,28.3057
0563,JAPA156,Sell,4,4,32.2328
0563,JAPA177,Sell,13,13,38.3409
0563,JAPA276,Sell,137,137,6.9489
0563,SOUT128,Buy,19,19,6.9968
0563,SOUT275,Sell,25,17,5.5778
0568,SOUT128,Short,79,79,7.1087
0571,JAPA231,Buy,189,103,9.6811
0573,AUST025,Buy,111,111,6.1014
0575,AUST073,Sell,7,7,54.3059
0575,JAPA030,Short,5,5,28.0461
0578,JAPA022,Sell,53,53,31.0772
0578,JAPA210,Buy,15,15,14.2143
0578,SOUT293,Sell,234,234,7.7322
0579,HONG179,Sell,294,294,0.6251
0581,JAPA221,Sell,227,83,12.5408
0581,SOUT130,Buy,3,3,172.2902
0583,HONG112,Buy,376,376,2.1875
0583,INDI147,Sell,10,10,12.4678
0585,JAPA177,Sell,5,5,38.0281
0585,THAI200,Buy,157,157,2.3187
0588,SOUT247,Sell,123,123,9.5186
0592,HONG005,Short,293,293,5.6196
0592,HONG275,Short,85,85,17.1139
0592,INDI005,Sell,53,53,5.506
0592,INDI119,Sell,421,421,4.3664
0592,JAPA009,Buy,62,62,2.974
0592,JAPA067,Buy,131,131,3.0186
0592,JAPA105,Sell,698,698,2.2146
0592,JAPA116,Sell,20,20,15.5894
0592,JAPA119,Buy,7,7,20.7097
0592,JAPA122,Sell,931,931,3.8215
0592,JAPA128,Sell,45,45,8.1172
0592,JAPA144,Short,161,61,6.7783
0592,JAPA186,Buy,110,110,6.3439
0592,JAPA195,Buy,289,289,8.1621
0592,JAPA233,Buy,188,120,21.6104
0592,JAPA240,Buy,123,63,25.9208
0592,JAPA248,Sell,87,87,12.3183
0592,JAPA274,Sell,10,10,40.0448
0592,JAPA276,Buy,67,67,7.0206
0592,JAPA285,Buy,71,71,3.1392
0592,JAPA297,Buy,129,129,3.805
0592,SOUT019,Buy,4,4,139.1622
0592,SOUT097,Buy,8,8,132.0812
0592,SOUT245,Short,1,1,914.4734
0592,TAIW167,Buy,98,98,7.6787
0592,THAI017,Sell,18877,18877,0.0906
0592,THAI199,Sell,134,134,7.5701
0594,AUST047,Short,31,31,18.1953
0594,AUST073,Buy,26,26,54.476
0594,HONG007,Buy,3783,3783,0.2346
0594,HONG018,Short,1571,1571,0.4588
0594,HONG045,Buy,1443,959,0.7366
0594,HONG107,Buy,968,968,1.3693
0594,HONG190,Short,934,934,0.3246
0594,INDI010,Buy,1372,1372,1.3066
0594,INDI244,Buy,496,184,1.55
0594,INDI273,Sell,530,530,3.4557
0594,JAPA004,Buy,13,13,15.2684
0594,JAPA068,Sell,17,17,6.0488
0594,JAPA074,Buy,48,48,12.8435
0594,JAPA130,Sell,110,110,12.2604
0594,JAPA147,Short,133,133,13.2164
0594,JAPA189,Buy,31,31,20.6311
0594,JAPA192,Sell,184,109,4.621
0594,JAPA196,Buy,38,38,36.6668
0594,JAPA202,Short,12,12,13.6331
0594,JAPA290,Buy,10,10,59.9105
0594,SOUT273,Short,29,7,31.4585
0594,THAI020,Sell,9179,9179,0.0386
0594,THAI067,Sell,25345,25345,0.0345
0598,JAPA079,Sell,102,102,10.3188
0599,HONG019,Buy,1578,1578,0.7314
0599,HONG089,Sell,249,82,1.434
0599,HONG132,Short,1443,1443,0.6299
0599,HONG199,Sell,104,43,0.7072
0599,JAPA005,Short,322,322,4.0443
0599,JAPA093,Short,102,102,14.8444
0599,JAPA129,Buy,107,107,5.5262
0599,JAPA285,Short,939,939,3.1326
0599,TAIW167,Sell,76,76,7.5189
0599,TAIW257,Sell,2600,2600,0.4765
0606,AUST058,Buy,3079,1910,0.1383
0606,AUST126,Short,180,180,3.7692
0606,JAPA051,Buy,30,30,65.6535
0606,JAPA076,Buy,42,42,31.9902
0606,JAPA139,Sell,86,86,21.619
0606,JAPA168,Buy,131,131,4.4718
0606,JAPA236,Buy,7,7,58.5753
0606,JAPA265,Sell,93,93,3.1103
0606,SOUT255,Buy,57,57,4.9887
0612,HONG132,Buy,912,912,0.6316
0612,INDI131,Buy,40,40,16.5199
0612,JAPA189,Sell,1,1,20.5757
0612,SING276,Buy,198,198,14.2712
0612,THAI126,Sell,162,162,5.0489
0614,AUST230,Buy,7,7,35.9474
0614,HONG059,Buy,1861,1861,0.36
0614,HONG112,Short,23,23,2.1711
0614,HONG188,Buy,1858,1858,0.3644
0614,HONG275,Sell,48,18,17.1215
0614,JAPA104,Short,455,455,3.8035
0614,JAPA196,Sell,134,81,36.7382
0614,JAPA229,Sell,14,14,44.2993
0614,JAPA297,Short,195,195,3.7694
0614,SING235,Short,247,247,5.3174
0614,SOUT097,Buy,8,8,133.0502
0614,SOUT273,Sell,41,41,31.2129
0616,AUST212,Buy,47,47,9.6825
0616,HONG090,Buy,578,578,0.9283
0616,HONG111,Buy,61,61,1.8613
0616,HONG219,Buy,155147,4680,0.0113
0616,JAPA038,Short,766,766,1.552
0616,JAPA112,Buy,135,135,11.9384
0616,JAPA190,Buy,112,112,8.6962
0616,SOUT163,Short,3,3,40.5568
0616,TAIW047,Short,4786,4786,0.278
0616,THAI063,Sell,500,500,1.3675
0619,INDI231,Sell,109,109,5.2634
0619,THAI109,Buy,1279,1279,0.5903
0625,JAPA051,Short,17,17,66.5424
0625,JAPA190,Sell,17,17,8.8118
0626,JAPA189,Buy,8,8,20.8907
0628,HONG064,Sell,398,398,3.4923
0628,HONG275,Sell,171,171,17.258
0628,JAPA175,Buy,625,625,2.1025
0628,JAPA197,Buy,223,223,2.6941
0628,JAPA210,Sell,14,14,14.3525
0628,JAPA276,Short,16,16,7.017
0628,MALA016,Sell,756,756,0.6938
0628,TAIW249,Buy,327,327,3.8697
0629,HONG229,Sell,252,252,4.9208
0629,JAPA073,Sell,11,11,5.7475
0629,JAPA256,Buy,120,120,3.4246
0630,AUST032,Buy,36,36,20.8142
0630,JAPA005,Sell,6,6,3.9955
0630,JAPA073,Buy,166,166,5.7734
0630,JAPA225,Sell,26,26,5.9505
0630,SOUT096,Buy,4,4,357.8302
0630,SOUT245,Sell,1,1,919.2278
0630,THAI204,Buy,70,70,7.6231
0632,HONG070,Buy,66,66,11.8504
0632,HONG275,Sell,86,86,17.2613
0632,INDO049,Sell,955,955,0.7793
0632,JAPA105,Buy,21,21,2.2411
0632,JAPA154,Buy,505,505,2.5145
0632,JAPA281,Buy,18,18,6.9353
0632,SOUT120,Sell,13,7,50.312
0632,THAI202,Sell,3018,1814,1.575
0633,AUST073,Short,15,15,54.6877
0633,AUST210,Buy,624,624,3.012
0633,HONG045,Buy,263,263,0.6919
0633,HONG082,Short,520,384,3.0165
0633,INDI124,Buy,2,2,11.6578
0633,INDI127,Sell,300,236,6.0161
0633,JAPA091,Buy,22,22,35.2426
0633,JAPA094,Buy,11,11,5.3629
0633,JAPA114,Sell,23,23,17.358
0633,JAPA196,Sell,5,5,36.898
0633,JAPA224,Buy,2,2,16.2737
0633,JAPA246,Buy,9,9,14.2556
0633,SOUT024,Buy,24,4,60.5159
0633,SOUT271,Buy,6,6,221.5894
0635,HONG070,Buy,98,38,12.1175
0635,JAPA256,Sell,70,70,3.4186
0639,JAPA236,Sell,28,28,58.7465
0639,PHIL173,Short,3551,3185,0.1034
0639,SOUT243,Sell,344,344,3.5855
0639,THAI122,Buy,417,417,0.1439
0640,JAPA132,Sell,193,92,17.234
0641,THAI111,Sell,9261,9261,0.2677
0643,AUST230,Short,20,20,36.0286
0643,JAPA039,Sell,107,107,10.1714
0643,JAPA270,Buy,165,165,4.4687
0643,THAI110,Buy,2399,2399,0.5899
0644,INDO117,Sell,10186,10186,0.0503
0644,SING068,Sell,128,128,12.8006
0644,SING243,Buy,626,626,2.7543
0644,SOUT228,Buy,4,4,46.1655
0644,TAIW238,Buy,1177,1177,1.22
0644,THAI066,Buy,433,433,0.1777
0646,JAPA244,Sell,342,342,10.5496
0646,SOUT273,Buy,32,32,31.4517
0647,AUST026,Sell,15,15,29.0417
0647,AUST081,Sell,1726,1003,2.2425
0647,AUST114,Buy,420,420,4.2834
0649,AUST073,Buy,31,31,55.0729
0649,HONG005,Buy,119,119,5.6384
0655,AUST073,Sell,13,13,54.5348
0655,HONG132,Sell,1348,1348,0.6242
0655,HONG167,Buy,53,53,7.8965
0656,HONG083,Short,5,3,3.6533
0656,JAPA005,Buy,95,95,3.9816
0656,JAPA103,Short,36,36,46.907
0659,HONG046,Short,2679,228,0.5822
0659,HONG070,Buy,119,119,12.1322
0659,HONG104,Buy,964,964,0.5366
0659,HONG179,Buy,1094,1094,0.6212
0659,HONG229,Sell,427,427,4.893
0659,JAPA007,Buy,5,5,31.7616
0659,JAPA039,Buy,82,82,10.2573
0659,JAPA058,Sell,7,7,34.9074
0659,JAPA128,Buy,94,94,8.0907
0659,JAPA182,Sell,105,105,9.0594
0659,JAPA189,Short,58,58,20.9473
0659,JAPA223,Buy,73,73,10.6928
0659,JAPA230,Sell,1241,1241,1.5128
0659,JAPA244,Sell,81,81,10.7704
0659,JAPA285,Short,149,149,3.1299
0659,SOUT250,Sell,17,17,70.7605
0659,SOUT255,Buy,310,310,5.0162
0659,TAIW109,Sell,393,393,1.6762
0659,TAIW167,Buy,19,19,7.6001
0659,THAI201,Buy,297,297,2.2134
0661,AUST087,Buy,683,683,2.6362
0661,JAPA018,Buy,28,28,23.4776
0661,NEW 028,Sell,95,95,4.6772
0661,SING243,Buy,247,247,2.6947
0661,SOUT136,Buy,15,15,87.432
0661,TAIW198,Buy,280,280,2.8589
0662,JAPA153,Buy,400,400,2.0664
0662,SING223,Sell,229,229,2.5397
0663,HONG167,Sell,260,260,7.9429
0663,HONG275,Buy,113,113,17.2668
0663,HONG278,Short,95,95,1.5323
0663,JAPA007,Sell,37,37,31.7227
0663,JAPA290,Sell,9,9,60.5938
0667,HONG005,Sell,214,214,5.618
0667,HONG018,Sell,5746,5746,0.4764
0667,JAPA004,Sell,79,79,15.0283
0667,JAPA022,Buy,13,13,31.3447
0667,JAPA088,Sell,1425,895,3.4254
0667,JAPA177,Buy,27,27,38.6255
0667,JAPA212,Buy,35,35,5.1493
0667,SOUT229,Buy,187,187,5.6005
0667,SOUT243,Buy,22,5,3.5451
0672,AUST099,Buy,879,879,0.6965
0672,HONG026,Buy,3,3,3.4961
0672,HONG103,Buy,1319,809,2.8375
0672,HONG114,Buy,1355,1355,1.2228
0672,INDI105,Buy,95,95,15.6382
0672,JAPA036,Sell,64,58,18.6517
0672,JAPA041,Buy,80,80,7.1137
0672,JAPA043,Short,88,88,18.0509
0672,JAPA068,Buy,33,33,6.0639
0672,JAPA114,Sell,77,77,17.072
0672,JAPA115,Buy,113,113,10.9833
0672,JAPA132,Buy,72,72,17.5708
0672,JAPA160,Sell,9,9,3.1317
0672,JAPA240,Buy,22,22,26.318
0672,JAPA250,Sell,17,17,41.1958
0672,JAPA261,Buy,39,39,49.1894
0672,JAPA262,Buy,58,20,9.7232
0672,JAPA276,Sell,311,75,6.9756
0672,JAPA293,Sell,109,22,20.3753
0672,PHIL196,Buy,2814,2814,0.1255
0672,SOUT199,Sell,7,7,37.2666
0672,SOUT205,Sell,1,1,214.1104
0672,SOUT245,Buy,1,1,914.194
0672,SOUT252,Buy,7,7,62.2975
0672,SOUT255,Sell,383,18,5.3173
0672,TAIW102,Buy,247,247,2.8537
0676,JAPA022,Short,18,18,30.6305
0676,JAPA144,Buy,69,69,6.7897
0676,TAIW198,Buy,125,6,2.9966
0677,HONG045,Sell,1827,1827,0.7207
0677,HONG253,Buy,1367,1367,1.1049
0677,INDO131,Buy,2123,2123,0.3799
0677,JAPA086,Sell,10,10,35.88
0677,JAPA141,Short,292,292,4.8945
0677,JAPA167,Sell,57,57,1.704
0677,JAPA280,Sell,336,156,7.0706
0677,JAPA290,Buy,12,2,60.9101
0677,SOUT245,Sell,1,1,913.0985
0677,THAI277,Sell,45,39,0.2707
0688,AUST047,Short,45,45,18.0721
0688,HONG045,Buy,1548,1548,0.7472
0688,JAPA093,Sell,55,55,15.1678
0688,MALA215,Sell,1809,875,1.4354
0690,AUST073,Sell,20,20,54.4875
0690,AUST104,Buy,386,386,1.3627
0690,HONG179,Sell,1985,1985,0.6232
0690,HONG275,Buy,28,28,17.1453
0690,INDI111,Buy,14,8,1.2263
0690,JAPA141,Sell,335,335,4.8813
0690,JAPA236,Buy,6,6,58.8908
0691,HONG021,Buy,396,396,0.731
0693,AUST025,Sell,323,323,6.0632
0693,AUST073,Buy,5,5,55.1902
0693,AUST230,Buy,13,13,36.5769
0693,AUST264,Sell,165,165,9.3576
0693,HONG045,Short,876,876,0.7162
0693,JAPA153,Sell,364,364,2.0862
0693,JAPA239,Short,57,57,33.1405
0693,JAPA277,Sell,34,13,52.8259
0693,SOUT128,Sell,20,20,7.1873
0693,SOUT237,Sell,82,82,4.6354
0693,TAIW298,Sell,190,70,2.9451
0693,THAI201,Buy,451,451,2.3291
0694,AUST047,Buy,4,4,18.1673
0694,AUST178,Buy,68,68,8.0691
0694,HONG045,Buy,1142,1142,0.7374
0694,HONG070,Buy,66,66,12.3118
0694,HONG140,Buy,530,530,3.3856
0694,HONG179,Sell,7229,4291,0.6029
0694,HONG229,Sell,280,72,5.0399
0694,HONG252,Buy,228,228,0.5681
0694,INDI034,Sell,2,2,13.1218
0694,INDI073,Buy,578,578,2.6338
0694,INDO037,Sell,1167,1167,0.6548
0694,INDO292,Buy,13887,13887,0.1215
0694,JAPA048,Sell,76,19,8.9291
0694,JAPA061,Buy,507,507,4.9995
0694,JAPA071,Sell,30,30,6.4458
0694,JAPA086,Buy,7,7,36.3617
0694,JAPA129,Buy,162,162,5.6249
0694,JAPA177,Buy,34,34,38.6245
0694,JAPA234,Buy,845,845,1.1617
0694,JAPA236,Sell,22,22,58.7243
0694,JAPA254,Short,32,32,34.0916
0694,JAPA262,Buy,171,171,9.4862
0694,MALA298,Buy,5023,5023,0.3791
0694,PHIL196,Short,6537,6537,0.1282
0694,TAIW168,Buy,444,444,0.7328
