act,type,asset,size,pos
0654,STK,SPA132,94,Long
0654,STK,SWE003,8,Long
0654,STK,SWE021,2,Long
0654,STK,SWE023,1,Long
0654,STK,SWE194,9,Long
0656,STK,FRA224,1,Long
0656,STK,ITA021,24,Long
0656,STK,ITA169,397,Short
0656,STK,NET050,41,Long
0656,STK,NOR143,7,Long
0658,STK,DEN127,2,Long
0658,STK,SWE124,1,Long
0660,STK,DEN026,1,Long
0660,STK,DEN034,1,Long
0660,STK,FRA251,14,Long
0660,STK,FRA295,25,Long
0660,STK,GER033,1,Long
0660,STK,NOR120,22,Short
0660,STK,SWE023,6,Long
0661,STK,DEN037,1,Long
0661,STK,FRA020,3,Long
0661,STK,SPA004,1218,Short
0661,STK,SWE021,4,Long
0661,STK,SWE231,10,Long
0661,STK,SWI076,39,Long
0662,STK,FRA054,14,Short
0662,STK,FRA070,13,Long
0662,STK,SWE024,5,Long
0662,STK,SWE263,1,Long
0662,STK,SWE282,8,Short
0663,STK,FRA241,12,Long
0663,STK,ITA118,4,Long
0663,STK,SWE155,7,Long
0663,STK,SWE276,7,Long
0664,STK,DEN037,6,Long
0664,STK,DEN097,23,Long
0664,STK,FRA023,23,Short
0664,STK,FRA054,6,Long
0664,STK,GER033,11,Short
0664,STK,GER074,24,Long
0664,STK,GER161,7,Short
0664,STK,ITA274,123,Long
0664,STK,NET083,73,Short
0664,STK,NOR096,22,Long
0664,STK,SWE047,11,Short
0664,STK,SWE120,6,Short
0664,STK,SWE127,15,Short
0664,STK,SWE141,6,Long
0664,STK,SWE263,6,Short
0664,STK,SWE267,26,Long
0667,STK,DEN032,4,Long
0667,STK,FIN051,20,Long
0667,STK,FRA163,6,Short
0667,STK,FRA239,11,Short
0667,STK,FRA274,47,Long
0667,STK,GER181,5,Short
0667,STK,GER240,16,Long
0667,STK,ITA169,501,Long
0667,STK,NOR071,16,Long
0667,STK,SPA022,117,Long
0667,STK,SPA132,135,Long
0667,STK,SWE012,4,Long
0667,STK,SWE047,11,Short
0667,STK,SWE194,2,Short
0667,STK,SWE248,10,Short
0667,STK,SWE269,15,Long
0667,STK,SWE282,8,Long
0667,STK,SWI162,18,Long
0667,STK,SWI187,5,Short
0669,STK,FRA171,10,Long
0669,STK,ITA026,136,Long
0669,STK,ITA134,116,Long
0669,STK,NOR140,14,Long
0671,STK,DEN032,7,Long
0671,STK,NOR149,6,Long
0671,STK,SWE102,9,Long
0671,STK,SWE124,4,Short
0673,STK,FRA241,34,Short
0673,STK,NOR081,5,Long
0673,STK,SWE022,2,Long
0676,STK,DEN120,2,Long
0676,STK,FRA100,9,Long
0676,STK,ITA134,152,Long
0676,STK,NOR140,13,Long
0676,STK,SWE203,58,Long
0676,STK,SWI167,4,Short
0677,STK,BEL006,3,Long
0677,STK,BEL055,14,Long
0677,STK,DEN044,3,Long
0677,STK,FIN052,1,Short
0677,STK,FIN089,25,Long
0677,STK,FIN111,12,Long
0677,STK,FRA157,3,Long
0677,STK,FRA274,66,Long
0677,STK,GER013,9,Long
0677,STK,GER096,301,Long
0677,STK,IRE016,2145,Long
0677,STK,NET006,9,Long
0677,STK,NET056,44,Short
0677,STK,NOR081,60,Short
0677,STK,NOR083,2,Long
0677,STK,NOR093,33,Long
0677,STK,NOR120,19,Short
0677,STK,NOR143,13,Short
0677,STK,NOR149,23,Long
0677,STK,SPA005,88,Long
0677,STK,SPA025,394,Long
0677,STK,SWE021,11,Long
0677,STK,SWE022,3,Short
0677,STK,SWE023,5,Long
0677,STK,SWE024,5,Long
0677,STK,SWE038,9,Short
0677,STK,SWE102,6,Short
0677,STK,SWE124,1,Short
0677,STK,SWE126,7,Long
0677,STK,SWE130,2,Long
0677,STK,SWE138,6,Long
0677,STK,SWE174,3,Long
0677,STK,SWE194,8,Long
0677,STK,SWE219,123,Short
0677,STK,SWE248,8,Long
0677,STK,SWE263,6,Long
0677,STK,SWE267,8,Long
0677,STK,SWE269,18,Long
0677,STK,SWI101,49,Long
0677,STK,SWI167,7,Long
0677,STK,SWI187,5,Long
0677,STK,SWI227,145,Short
0679,STK,GER032,8,Long
0679,STK,NOR031,23,Long
0679,STK,SWE163,1,Long
0681,STK,GER138,164,Long
0681,STK,NOR120,42,Short
0681,STK,SWE293,3,Long
0682,STK,ITA169,5,Long
0682,STK,SWE023,1,Long
0682,STK,SWI217,3,Long
0683,STK,DEN049,1,Short
0683,STK,DEN084,4,Long
0683,STK,NOR140,13,Short
0683,STK,SWE081,4,Long
0683,STK,SWE163,3,Long
0685,STK,NET083,4,Long
0685,STK,SWE267,3,Long
0688,STK,DEN120,3,Long
0688,STK,SWE102,1,Long
0690,STK,GER189,38,Long
0691,STK,FRA241,3,Long
0691,STK,SPA025,180,Long
0691,STK,SWE090,7,Long
0691,STK,SWE244,19,Short
0691,STK,SWE263,7,Long
0694,STK,DEN044,1,Long
0694,STK,DEN085,5,Long
0694,STK,FRA045,3,Long
0694,STK,FRA209,103,Short
0694,STK,FRA268,5,Long
0694,STK,GER078,18,Long
0694,STK,ITA025,39,Short
0694,STK,ITA134,78,Long
0694,STK,NOR140,6,Long
0694,STK,SPA015,30,Long
0694,STK,SPA022,129,Long
0694,STK,SPA130,17,Short
0694,STK,SWE023,7,Short
0694,STK,SWE047,5,Long
0694,STK,SWE091,10,Long
0694,STK,SWE163,25,Short
0694,STK,SWE231,22,Short
0694,STK,SWE248,11,Long
0694,STK,SWE263,6,Long
0694,STK,SWI006,1,Short
0694,STK,SWI085,9,Long
0694,STK,SWI162,11,Long
0695,STK,DEN032,6,Short
0695,STK,DEN127,1,Long
0695,STK,FRA274,30,Long
0695,STK,GER240,11,Short
0695,STK,ITA169,946,Short
0695,STK,SPA022,128,Long
0695,STK,SWE091,29,Long
0695,STK,SWE163,3,Long
0695,STK,SWI071,13,Short
0699,STK,DEN023,3,Short
0699,STK,FRA087,66,Long
0699,STK,FRA209,102,Long
0699,STK,GER033,17,Long
0699,STK,GER078,65,Long
0699,STK,GER080,26,Long
0699,STK,ITA085,230,Long
0699,STK,NOR149,7,Long
0699,STK,SPA048,229,Long
0699,STK,SWE023,2,Long
0699,STK,SWE047,3,Long
0699,STK,SWE124,4,Long
0699,STK,SWE138,6,Long
0699,STK,SWE263,3,Long
0699,STK,SWE264,1,Long
0699,STK,SWE276,12,Long
0700,STK,DEN084,1,Long
0700,STK,DEN127,1,Long
0700,STK,FIN008,2,Long
0700,STK,FRA293,4,Short
0700,STK,GER030,9,Short
0700,STK,GER189,7,Long
0700,STK,ITA286,336,Long
0700,STK,NET004,251,Long
0700,STK,NOR081,4,Long
0700,STK,NOR093,5,Long
0700,STK,NOR120,30,Long
0700,STK,SWE021,8,Long
0700,STK,SWE023,13,Short
0700,STK,SWE122,6,Short
0700,STK,SWE129,20,Short
0700,STK,SWE244,14,Long
0700,STK,SWE263,4,Long
0700,STK,SWE264,7,Long
0700,STK,SWE293,21,Short
0705,STK,DEN057,2,Long
0705,STK,DEN084,5,Long
0705,STK,DEN085,2,Long
0705,STK,DEN127,2,Short
0705,STK,FRA070,40,Long
0705,STK,FRA169,3,Short
0705,STK,GER138,18,Long
0705,STK,ITA123,60,Long
0705,STK,ITA198,41,Long
0705,STK,ITA286,327,Long
0705,STK,NET016,2,Long
0705,STK,NOR059,4,Long
0705,STK,NOR140,11,Long
0705,STK,POR012,307,Long
0705,STK,SPA022,174,Long
0705,STK,SWE071,6,Long
0705,STK,SWE120,3,Long
0705,STK,SWE276,1,Long
0705,STK,SWI162,19,Long
0706,STK,DEN032,1,Short
0706,STK,DEN044,5,Long
0706,STK,DEN049,1,Short
0706,STK,DEN084,3,Short
0706,STK,FRA011,18,Long
0706,STK,FRA029,10,Long
0706,STK,FRA073,40,Long
0706,STK,FRA241,25,Short
0706,STK,GER138,205,Long
0706,STK,NOR026,71,Short
0706,STK,NOR140,11,Long
0706,STK,NOR149,7,Long
0706,STK,SWE024,1,Short
0706,STK,SWE047,13,Long
0706,STK,SWE120,2,Long
0706,STK,SWE124,2,Long
0706,STK,SWE163,3,Short
0706,STK,SWE191,27,Long
0706,STK,SWE231,22,Long
0706,STK,SWE244,2,Long
0706,STK,SWE248,8,Long
0706,STK,SWE263,5,Short
0706,STK,SWI001,81,Long
0706,STK,SWI167,1,Long
0706,STK,SWI213,3,Long
0706,STK,SWI229,1,Long
0707,STK,GER032,15,Short
0707,STK,GER240,17,Long
0707,STK,GER257,10,Short
0707,STK,ITA169,17,Long
0707,STK,NOR059,5,Long
0707,STK,SPA087,47,Long
0707,STK,SWE023,6,Long
0707,STK,SWE137,6,Long
0707,STK,SWE242,70,Long
0707,STK,SWI162,13,Long
0709,STK,DEN032,2,Long
0709,STK,SPA004,880,Short
0712,STK,NOR096,38,Long
0712,STK,SWE194,19,Long
0712,STK,SWI217,7,Short
0713,STK,FRA224,27,Long
0713,STK,GER074,8,Short
0713,STK,ITA232,41,Long
0713,STK,NET086,27,Long
0713,STK,SWE081,8,Long
0715,STK,GER093,138,Short
0715,STK,GER230,106,Long
0715,STK,ITA275,243,Long
0715,STK,NOR111,8,Long
0715,STK,SWE141,2,Long
0715,STK,SWE163,6,Long
0715,STK,SWI162,14,Long
0716,STK,NET061,69,Long
0716,STK,SWE252,23,Long
0726,STK,AUS019,25,Long
0726,STK,DEN034,1,Long
0726,STK,FRA003,30,Long
0726,STK,FRA070,16,Long
0726,STK,GER218,5,Long
0726,STK,IRE021,59,Long
0726,STK,ITA123,17,Long
0726,STK,NOR032,2,Long
0726,STK,NOR071,10,Short
0726,STK,NOR166,3,Short
0726,STK,SPA005,135,Long
0726,STK,SWE003,9,Long
0726,STK,SWE090,4,Long
0726,STK,SWE102,5,Short
0726,STK,SWE108,2,Long
0726,STK,SWE124,2,Long
0726,STK,SWE231,17,Long
0726,STK,SWE244,1,Long
0726,STK,SWE248,11,Long
0726,STK,SWE263,1,Long
0726,STK,SWI218,3,Short
0731,STK,DEN049,2,Long
0731,STK,DEN063,4,Long
0731,STK,FRA015,42,Long
0731,STK,FRA076,12,Short
0731,STK,ITA028,2,Long
0731,STK,ITA169,279,Long
0731,STK,NET014,36,Long
0731,STK,NET081,4,Long
0731,STK,NET086,47,Long
0731,STK,SWE047,3,Long
0731,STK,SWE108,5,Long
0731,STK,SWE138,3,Long
0731,STK,SWE170,1,Long
0731,STK,SWE246,6,Long
0731,STK,SWE264,6,Long
0731,STK,SWI187,3,Long
0731,STK,SWI230,64,Short
0732,STK,GER020,115,Long
0732,STK,GER081,68,Long
0732,STK,GER234,15,Long
0732,STK,NOR033,154,Long
0732,STK,NOR071,7,Long
0732,STK,NOR120,2,Long
0732,STK,SWE263,1,Short
0732,STK,SWE264,4,Long
0734,STK,FRA250,27,Short
0734,STK,GER074,22,Short
0734,STK,ITA169,526,Long
0734,STK,NOR140,11,Long
0734,STK,SWE141,5,Long
0734,STK,SWE256,7,Long
0737,STK,DEN089,1,Long
0737,STK,GER032,3,Long
0737,STK,NET086,28,Long
0737,STK,SPA132,69,Long
0737,STK,SWE090,5,Short
0737,STK,SWE102,3,Long
0737,STK,SWE194,11,Long
0738,STK,SWE023,7,Long
0738,STK,SWE124,1,Short
0738,STK,SWE130,8,Long
0738,STK,SWI006,26,Long
0741,STK,DEN051,11,Short
0741,STK,GER076,154,Long
0741,STK,ITA140,33,Long
0741,STK,SWE022,1,Long
0742,STK,FRA072,4,Short
0742,STK,FRA095,51,Long
0742,STK,ITA085,265,Long
0742,STK,ITA206,53,Long
0742,STK,SWE026,2,Long
0742,STK,SWE135,11,Long
0742,STK,SWE268,3,Long
0744,STK,ITA118,325,Long
0744,STK,ITA246,116,Long
0744,STK,SWE293,10,Long
0745,STK,BEL028,79,Long
0745,STK,NET044,5,Long
0745,STK,SWE023,1,Long
0745,STK,SWE124,4,Short
0745,STK,SWI175,28,Short
0747,STK,DEN057,5,Long
0747,STK,FRA045,19,Long
0747,STK,FRA169,12,Long
0747,STK,FRA282,22,Long
0747,STK,ITA123,107,Short
0747,STK,NOR013,23,Short
0747,STK,NOR032,12,Short
0747,STK,NOR071,15,Long
0747,STK,NOR081,50,Short
0747,STK,NOR149,11,Long
0747,STK,SPA083,245,Long
0747,STK,SWE090,6,Long
0747,STK,SWE102,2,Long
0747,STK,SWE124,1,Long
0747,STK,SWE180,4,Long
0747,STK,SWE237,19,Short
0747,STK,SWE244,8,Long
0747,STK,SWE264,10,Long
0747,STK,SWI001,70,Long
0748,STK,DEN089,2,Long
0748,STK,ITA275,7,Short
0748,STK,SWE026,2,Long
0748,STK,SWE141,3,Long
0748,STK,SWE231,15,Long
0748,STK,SWE248,1,Long
0748,STK,SWE300,3,Long
0748,STK,SWI129,20,Long
0749,STK,DEN084,4,Long
0749,STK,FRA036,81,Long
0749,STK,FRA074,81,Short
0749,STK,FRA250,52,Long
0749,STK,GER013,4,Long
0749,STK,GER069,35,Long
0749,STK,GER125,26,Short
0749,STK,GER172,5,Long
0749,STK,NOR110,1,Long
0749,STK,SWE023,7,Long
0749,STK,SWE194,14,Long
0749,STK,SWE244,9,Long
0749,STK,SWE248,2,Long
0749,STK,SWI103,1,Long
0749,STK,SWI139,21,Long
0750,STK,SWE166,8,Long
0750,STK,SWE194,15,Short
0750,STK,SWI147,8,Short
0752,STK,DEN023,1,Long
0752,STK,DEN085,8,Short
0752,STK,SWI167,18,Long
0754,STK,DEN127,1,Long
0754,STK,GER076,176,Long
0754,STK,SWE264,1,Long
0755,STK,SWE100,11,Long
0755,STK,SWE263,2,Long
0756,STK,SWE124,1,Long
0758,STK,GER240,19,Short
0758,STK,ITA028,54,Long
0758,STK,ITA247,79,Long
0758,STK,NET007,56,Long
0758,STK,NOR149,11,Short
0758,STK,NOR150,7,Short
0758,STK,SPA075,32,Long
0758,STK,SWE102,5,Short
0758,STK,SWE112,17,Long
0758,STK,SWE134,5,Long
0758,STK,SWE267,3,Short
0758,STK,SWI167,2,Short
0758,STK,SWI253,3,Long
0759,STK,FRA045,24,Long
0759,STK,NET007,51,Short
0759,STK,NET050,3,Long
0759,STK,SWE194,18,Short
0760,STK,FRA132,2,Long
0760,STK,GER078,62,Short
0760,STK,ITA123,104,Long
0760,STK,NET111,40,Long
0760,STK,NOR120,26,Long
0760,STK,SWE228,6,Short
0760,STK,SWE264,15,Long
0760,STK,SWE267,1,Long
0760,STK,SWI071,11,Long
0760,STK,SWI162,27,Long
0764,STK,BEL038,109,Short
0764,STK,DEN127,5,Long
0764,STK,FRA157,5,Long
0764,STK,ITA134,153,Long
0764,STK,NOR081,38,Long
0764,STK,SPA132,102,Short
0764,STK,SWE099,5,Short
0764,STK,SWE102,1,Long
0764,STK,SWE264,12,Long
0764,STK,SWE276,5,Short
0764,STK,SWE293,21,Long
0765,STK,DEN117,27,Long
0765,STK,FRA209,94,Long
0765,STK,GER038,9,Long
0765,STK,NET050,35,Short
0765,STK,NOR094,17,Long
0765,STK,NOR140,14,Long
0765,STK,SWE022,2,Short
0765,STK,SWI217,21,Long
0770,STK,DEN085,1,Short
0770,STK,NET004,356,Long
0770,STK,NET012,9,Long
0770,STK,NOR149,6,Long
0770,STK,SWE244,12,Long
0771,STK,NOR120,19,Long
0771,STK,NOR166,1,Long
0771,STK,SWE038,4,Long
0771,STK,SWE091,14,Long
0771,STK,SWE292,18,Short
0771,STK,SWI162,27,Long
0771,STK,SWI167,4,Long
0772,STK,FRA057,12,Long
0772,STK,NOR032,12,Long
0772,STK,NOR150,11,Short
0772,STK,SWE162,22,Long
0772,STK,SWE231,21,Long
0772,STK,SWI006,6,Short
0772,STK,SWI217,8,Long
0776,STK,GER080,1,Long
0776,STK,SWI162,18,Long
0776,STK,SWI167,14,Long
0778,STK,NOR140,12,Long
0778,STK,SWE194,3,Long
0780,STK,FRA072,2,Long
0780,STK,NOR162,8,Long
0780,STK,SWE231,6,Long
0781,STK,DEN027,2,Long
0781,STK,DEN044,7,Long
0781,STK,DEN084,1,Long
0781,STK,DEN127,6,Long
0781,STK,FRA020,134,Long
0781,STK,FRA274,24,Long
0781,STK,GER093,79,Long
0781,STK,GER240,7,Long
0781,STK,ITA267,49,Long
0781,STK,NET036,109,Long
0781,STK,NET102,23,Short
0781,STK,NOR032,17,Long
0781,STK,NOR033,81,Short
0781,STK,NOR120,14,Long
0781,STK,NOR140,2,Long
0781,STK,NOR149,3,Long
0781,STK,SPA022,73,Short
0781,STK,SWE023,6,Long
0781,STK,SWE129,2,Short
0781,STK,SWI097,1,Long
0781,STK,SWI162,1,Long
0781,STK,SWI167,2,Long
0781,STK,SWI168,4,Short
0784,STK,SWE024,5,Long
0787,STK,FRA029,27,Long
0787,STK,NET105,45,Short
0788,STK,FIN069,299,Long
0788,STK,FRA195,31,Long
0788,STK,NOR081,35,Short
0788,STK,SPA037,117,Long
0788,STK,SWE022,1,Long
0788,STK,SWE047,21,Long
0788,STK,SWE124,2,Long
0788,STK,SWE129,15,Long
0788,STK,SWE194,3,Long
0788,STK,SWE268,2,Long
0788,STK,SWI100,2,Long
0788,STK,SWI217,3,Long
0790,STK,FRA171,3,Long
0790,STK,SWI006,10,Long
0791,STK,DEN084,2,Long
0791,STK,DEN117,44,Short
0791,STK,ITA123,14,Short
0791,STK,ITA169,315,Long
0791,STK,NET044,1,Long
0791,STK,NOR081,4,Long
0791,STK,NOR140,7,Long
0791,STK,NOR143,23,Short
0791,STK,NOR166,3,Long
0791,STK,SPA025,126,Short
0791,STK,SWE022,2,Long
0791,STK,SWE023,2,Long
0791,STK,SWE124,1,Long
0791,STK,SWE273,5,Short
0791,STK,SWI004,10,Long
0791,STK,SWI076,35,Short
0791,STK,SWI218,1,Long
0792,STK,DEN085,9,Long
0792,STK,FRA295,73,Short
0792,STK,SPA090,84,Short
0792,STK,SWI230,22,Long
0793,STK,FIN072,484,Long
0793,STK,NET086,14,Long
0795,STK,BEL008,17,Long
0795,STK,DEN098,14,Short
0795,STK,FRA036,4,Long
0795,STK,ITA034,1018,Long
0795,STK,NOR140,11,Long
0795,STK,SWE021,10,Short
0795,STK,SWE124,13,Long
0798,STK,DEN032,8,Long
0798,STK,DEN084,1,Short
0798,STK,NOR071,16,Long
0798,STK,SWE231,14,Short
0803,STK,FRA066,3,Short
0803,STK,ITA267,49,Long
0803,STK,SWE248,3,Long
0803,STK,SWE276,24,Long
0803,STK,SWI147,9,Long
0804,STK,FRA171,2,Long
0804,STK,NOR140,16,Long
0804,STK,SWE021,6,Long
0804,STK,SWE023,3,Long
0804,STK,SWE169,1,Long
0804,STK,SWI187,7,Long
0805,STK,AUS011,4,Long
0805,STK,DEN084,1,Short
0805,STK,FRA250,39,Long
0805,STK,SWE194,13,Long
0805,STK,SWI167,1,Long
0807,STK,DEN005,6,Long
0807,STK,DEN044,9,Long
0807,STK,DEN085,3,Long
0807,STK,DEN089,1,Long
0807,STK,DEN127,5,Long
0807,STK,FRA161,20,Long
0807,STK,FRA199,248,Long
0807,STK,FRA295,38,Long
0807,STK,GER069,8,Long
0807,STK,NET086,16,Short
0807,STK,NET105,22,Short
0807,STK,NOR081,22,Long
0807,STK,NOR120,30,Long
0807,STK,NOR140,15,Short
0807,STK,SPA008,53,Long
0807,STK,SPA022,87,Short
0807,STK,SWE023,9,Long
0807,STK,SWE047,14,Long
0807,STK,SWE130,6,Long
0807,STK,SWE263,6,Short
0807,STK,SWE264,12,Long
0807,STK,SWE267,4,Short
0807,STK,SWE274,2,Long
0807,STK,SWE276,33,Long
0807,STK,SWI001,42,Long
0807,STK,SWI230,33,Long
0808,STK,BEL008,14,Long
0808,STK,BEL088,18,Long
0808,STK,DEN027,3,Long
0808,STK,DEN044,5,Long
0808,STK,DEN057,4,Short
0808,STK,DEN063,8,Long
0808,STK,DEN085,2,Short
0808,STK,FIN059,31,Long
0808,STK,FIN071,59,Short
0808,STK,FRA045,4,Short
0808,STK,FRA189,171,Long
0808,STK,FRA286,39,Short
0808,STK,GER040,13,Long
0808,STK,GER093,181,Long
0808,STK,GER247,15,Short
0808,STK,NOR120,8,Long
0808,STK,NOR149,10,Short
0808,STK,SPA025,4,Short
0808,STK,SWE012,7,Short
0808,STK,SWE021,4,Long
0808,STK,SWE023,4,Long
0808,STK,SWE024,9,Long
0808,STK,SWE120,4,Long
0808,STK,SWE124,1,Long
0808,STK,SWE181,1,Long
0808,STK,SWE194,1,Short
0808,STK,SWE248,11,Long
0808,STK,SWE253,54,Short
0808,STK,SWE276,36,Long
0810,STK,DEN027,2,Short
0810,STK,DEN032,5,Long
0810,STK,DEN084,3,Short
0810,STK,ITA123,43,Long
0810,STK,NOR149,9,Long
0810,STK,SPA072,72,Long
0810,STK,SWE099,3,Long
0810,STK,SWE239,17,Long
0813,STK,BEL008,31,Long
0813,STK,BEL088,1,Long
0813,STK,DEN071,14,Long
0813,STK,DEN084,2,Short
0813,STK,FIN059,88,Long
0813,STK,FRA217,151,Long
0813,STK,GER078,29,Long
0813,STK,GER081,31,Long
0813,STK,GER247,14,Long
0813,STK,ITA286,220,Long
0813,STK,NET050,139,Long
0813,STK,NET102,461,Long
0813,STK,NOR026,24,Short
0813,STK,NOR040,48,Long
0813,STK,NOR081,69,Long
0813,STK,NOR094,24,Long
0813,STK,SPA123,102,Long
0813,STK,SWE021,7,Long
0813,STK,SWE047,3,Short
0813,STK,SWE091,26,Long
0813,STK,SWE138,9,Long
0813,STK,SWE194,5,Short
0813,STK,SWE264,3,Long
0813,STK,SWE273,4,Long
0813,STK,SWE276,31,Long
0813,STK,SWE293,12,Long
0814,STK,DEN120,10,Long
0814,STK,FRA166,16,Long
0814,STK,FRA250,4,Long
0814,STK,GER081,54,Short
0814,STK,GER083,28,Long
0814,STK,ITA021,121,Long
0814,STK,ITA286,67,Long
0814,STK,SWE026,1,Long
0814,STK,SWE263,3,Long
0815,STK,DEN106,1,Long
0815,STK,FRA166,38,Long
0815,STK,FRA274,20,Long
0815,STK,SWE169,4,Long
0817,STK,ITA169,186,Long
0817,STK,NOR081,63,Long
0817,STK,NOR108,1311,Short
0817,STK,SWE190,41,Short
0818,STK,BEL008,16,Long
0818,STK,DEN023,3,Long
0818,STK,DEN120,6,Long
0818,STK,FRA068,109,Short
0818,STK,FRA143,11,Long
0818,STK,FRA216,20,Short
0818,STK,FRA293,15,Long
0818,STK,GER013,2,Short
0818,STK,GER203,6,Short
0818,STK,ITA123,18,Short
0818,STK,ITA169,497,Long
0818,STK,NOR031,17,Short
0818,STK,NOR033,361,Long
0818,STK,NOR096,32,Short
0818,STK,NOR140,12,Long
0818,STK,SWE023,7,Short
0818,STK,SWE102,5,Long
0818,STK,SWE124,4,Long
0818,STK,SWE268,6,Long
0818,STK,SWE292,20,Long
0818,STK,SWI167,25,Long
0820,STK,ITA169,207,Long
0820,STK,SWE017,159,Long
0820,STK,SWE023,3,Short
0820,STK,SWE102,6,Short
0820,STK,SWE244,7,Short
0820,STK,SWE263,4,Long
0820,STK,SWE293,11,Short
0823,STK,FRA282,120,Long
0823,STK,NOR166,3,Long
0823,STK,SWE047,10,Long
0825,STK,GER032,32,Long
0825,STK,GER206,10,Long
0825,STK,SWE124,1,Long
0825,STK,SWE126,1,Long
0826,STK,DEN032,6,Long
0826,STK,DEN084,4,Long
0826,STK,DEN085,2,Long
0826,STK,GER126,607,Long
0826,STK,ITA025,9,Long
0826,STK,ITA299,36,Long
0826,STK,NET044,2,Long
0826,STK,NET061,37,Long
0826,STK,NOR120,27,Short
0826,STK,NOR140,4,Long
0826,STK,NOR143,9,Long
0826,STK,NOR166,4,Long
0826,STK,SWE021,1,Long
0826,STK,SWE120,4,Long
0826,STK,SWE127,5,Short
0826,STK,SWE194,10,Long
0826,STK,SWE231,22,Long
0826,STK,SWE264,2,Long
0826,STK,SWE273,17,Long
0826,STK,SWE274,8,Long
0826,STK,SWE293,3,Short
0826,STK,SWI139,21,Short
0826,STK,SWI211,2,Long
0827,STK,DEN032,6,Long
0827,STK,FRA274,14,Long
0827,STK,GER083,36,Short
0827,STK,NOR006,45,Long
0827,STK,SPA023,509,Long
0827,STK,SWE024,4,Short
0827,STK,SWE194,18,Long
0827,STK,SWE248,1,Long
0827,STK,SWE263,1,Short
0827,STK,SWE292,16,Long
0827,STK,SWI071,34,Long
0827,STK,SWI076,2,Long
0829,STK,ITA169,718,Short
0829,STK,SWE012,4,Short
0829,STK,SWI187,3,Long
0833,STK,GER069,11,Long
0833,STK,GER197,37,Short
0833,STK,GER270,25,Long
0833,STK,NOR140,14,Long
0833,STK,SWE102,1,Long
0833,STK,SWE264,15,Short
0833,STK,SWI162,19,Long
0833,STK,SWI230,81,Long
0835,STK,BEL008,3,Long
0835,STK,DEN084,4,Short
0835,STK,DEN127,3,Long
0835,STK,NET083,99,Long
0835,STK,SWE023,1,Long
0835,STK,SWE047,21,Short
0835,STK,SWE246,4,Long
0836,STK,DEN078,7,Long
0836,STK,SWE163,9,Long
0836,STK,SWE252,49,Short
0836,STK,SWE263,6,Long
0836,STK,SWI211,1,Long
0837,STK,ITA025,61,Short
0837,STK,SPA067,63,Long
0837,STK,SWE143,7,Long
0838,STK,DEN049,2,Long
0838,STK,DEN063,8,Long
0838,STK,DEN089,1,Short
0838,STK,FRA216,11,Long
0838,STK,FRA239,20,Long
0838,STK,GER085,50,Short
0838,STK,GER275,42,Long
0838,STK,ITA169,160,Short
0838,STK,NOR024,12,Short
0838,STK,NOR140,10,Short
0838,STK,SWE003,2,Long
0838,STK,SWE023,2,Long
0838,STK,SWE230,9,Long
0838,STK,SWI167,18,Short
0842,STK,BEL008,18,Long
0842,STK,DEN037,4,Long
0842,STK,DEN066,1,Long
0842,STK,DEN120,4,Long
0842,STK,FRA020,235,Long
0842,STK,NET057,816,Short
0842,STK,NOR044,63,Short
0842,STK,NOR071,2,Long
0842,STK,SWE023,2,Long
0842,STK,SWE118,20,Long
0842,STK,SWE293,21,Long
0842,STK,SWI162,20,Long
0844,STK,DEN127,2,Long
0844,STK,FIN062,195,Short
0844,STK,FRA237,1,Long
0844,STK,GER069,7,Long
0844,STK,ITA123,36,Short
0844,STK,NET086,1,Short
0844,STK,NET105,13,Long
0844,STK,NOR096,11,Short
0844,STK,NOR142,53,Long
0844,STK,SWE023,8,Long
0844,STK,SWE039,4,Long
0844,STK,SWE090,3,Long
0844,STK,SWE102,2,Long
0844,STK,SWE244,17,Long
0844,STK,SWE248,10,Long
0844,STK,SWE264,15,Short
0844,STK,SWE267,6,Long
0844,STK,SWI076,63,Short
0846,STK,BEL037,10,Long
0846,STK,DEN014,5,Long
0846,STK,DEN032,3,Short
0846,STK,DEN084,2,Long
0846,STK,GER030,1,Long
0846,STK,ITA034,394,Long
0846,STK,NET004,114,Long
0846,STK,NET044,10,Long
0846,STK,NOR032,1,Long
0846,STK,NOR033,95,Long
0846,STK,NOR071,16,Short
0846,STK,NOR120,19,Long
0846,STK,NOR149,4,Long
0846,STK,SPA025,211,Short
0846,STK,SWE047,5,Short
0846,STK,SWE163,3,Long
0849,STK,DEN127,5,Long
0849,STK,NOR120,9,Long
0849,STK,SWE244,5,Long
0849,STK,SWE263,7,Long
0851,STK,SWE244,2,Short
0852,STK,DEN027,3,Long
0852,STK,DEN044,2,Short
0852,STK,FRA268,20,Long
0852,STK,GER032,7,Short
0852,STK,NOR071,10,Long
0852,STK,SPA096,607,Short
0852,STK,SWE162,61,Long
0852,STK,SWE244,5,Long
0852,STK,SWE276,24,Short
0853,STK,ITA001,1095,Long
0853,STK,SWE264,11,Long
0855,STK,DEN127,3,Long
0855,STK,GER030,20,Long
0855,STK,ITA123,128,Short
0855,STK,NOR149,8,Short
0855,STK,SPA083,99,Long
0855,STK,SPA087,29,Long
0855,STK,SWE047,11,Long
0855,STK,SWE115,9,Long
0855,STK,SWE162,36,Long
0855,STK,SWE194,15,Long
0855,STK,SWE293,1,Short
